date,basket_type,item_name,scraped_name,price,unit_size,brand,store,source_file,unit_value,unit_unit,grams_total,price_per_100g,price_per_unit
2025-02-01,Neutral,Tomato Sauce,Great Value Traditional Pasta Sauce,1.16,24 oz,Great Value,Walmart,raw_prices_202502.csv,24.0,oz,680.3879999999999,0.1704909551608788,
2025-02-01,Neutral,Milk,Great Value 2% Reduced Fat Milk,3.15,1 gal,Great Value,Walmart,raw_prices_202502.csv,1.0,gal,,,
2025-02-01,Neutral,Potatoes,Russet Potatoes Bag,4.99,5 lb bag,Fresh,Walmart,raw_prices_202502.csv,5.0,lb,2267.96,0.220021517134341,
2025-02-01,Neutral,Bananas,Fresh Bananas,0.62,1 lb,Fresh,Walmart,raw_prices_202502.csv,1.0,lb,453.592,0.1366867140513942,
2025-02-01,Neutral,White Rice,Great Value Long Grain White Rice,1.99,2 lb,Great Value,Walmart,raw_prices_202502.csv,2.0,lb,907.184,0.21936012980828587,
2025-02-01,Neutral,Tortillas,Mission Flour Tortillas,2.89,10 count,Mission,Walmart,raw_prices_202502.csv,10.0,count,,,0.28900000000000003
2025-02-01,Neutral,Butter,Great Value Salted Butter Sticks,3.96,16 oz,Great Value,Walmart,raw_prices_202502.csv,16.0,oz,453.592,0.8730312703927758,
2025-02-01,Neutral,Canned Corn,Del Monte Whole Kernel Corn,1.26,15.25 oz can,Del Monte,Walmart,raw_prices_202502.csv,15.25,oz,432.32987499999996,0.29144412007150794,
2025-02-01,Neutral,Canned Beans,Bush's Best Black Beans,1.48,15.5 oz can,Bush's Best,Walmart,raw_prices_202502.csv,15.5,oz,439.41724999999997,0.3368097178706571,
2025-02-01,Neutral,Onions,Yellow Onions Bag,2.92,3 lb bag,Fresh,Walmart,raw_prices_202502.csv,3.0,lb,1360.7759999999998,0.21458344356455436,
2025-02-01,Neutral,Eggs,Great Value Large White Eggs,2.18,12 count,Great Value,Walmart,raw_prices_202502.csv,12.0,count,,,0.18166666666666667
2025-02-01,Neutral,Snack Crackers,Ritz Original Crackers,3.65,13.7 oz,Ritz,Walmart,raw_prices_202502.csv,13.7,oz,388.38814999999994,0.9397815046622818,
2025-02-01,Neutral,Flour,Great Value All Purpose Flour,2.22,5 lb,Great Value,Walmart,raw_prices_202502.csv,5.0,lb,2267.96,0.09788532425615973,
2025-02-01,Neutral,Sugar,Great Value Granulated Sugar,2.84,4 lb,Great Value,Walmart,raw_prices_202502.csv,4.0,lb,1814.368,0.15652833383304818,
2021-04-01,Healthy,Whole Wheat,Great Value 100% Whole Wheat Bread,2.48,20 oz,Great Value,Walmart,raw_prices_202104.csv,20.0,oz,566.99,0.4373974849644614,
2021-04-01,Healthy,Brown Rice,Great Value Long Grain Brown Rice,1.84,2 lb,Great Value,Walmart,raw_prices_202104.csv,2.0,lb,907.184,0.20282544665690758,
2021-04-01,Healthy,Quinoa,Great Value Organic White Quinoa,4.81,12 oz,Great Value,Walmart,raw_prices_202104.csv,12.0,oz,340.19399999999996,1.4138991281445294,
2021-04-01,Healthy,Chickpeas (Dry),Great Value Garbanzo Beans,1.42,1 lb,Great Value,Walmart,raw_prices_202104.csv,1.0,lb,453.592,0.31305666766609636,
2021-04-01,Healthy,Lentils (Dry),Great Value Brown Lentils,1.39,1 lb,Great Value,Walmart,raw_prices_202104.csv,1.0,lb,453.592,0.30644279440554506,
2021-04-01,Healthy,Greek Yogurt,Great Value Nonfat Plain Greek Yogurt,4.13,32 oz,Great Value,Walmart,raw_prices_202104.csv,32.0,oz,907.184,0.4552549427679501,
2021-04-01,Healthy,Spinach,Fresh Spinach Bag,2.23,10 oz bag,Fresh,Walmart,raw_prices_202104.csv,10.0,oz,283.495,0.7866099931215718,
2021-04-01,Healthy,Broccoli,Fresh Broccoli Crowns,1.78,1 lb,Fresh,Walmart,raw_prices_202104.csv,1.0,lb,453.592,0.39242314679271245,
2021-04-01,Healthy,Carrots,Fresh Whole Carrots,1.24,2 lb bag,Fresh,Walmart,raw_prices_202104.csv,2.0,lb,907.184,0.1366867140513942,
2021-04-01,Healthy,Apples,Gala Apples Bag,4.31,3 lb bag,Fresh,Walmart,raw_prices_202104.csv,3.0,lb,1360.7759999999998,0.31673104169973604,
2021-04-01,Healthy,Bananas,Fresh Bananas,0.59,1 lb,Fresh,Walmart,raw_prices_202104.csv,1.0,lb,453.592,0.1300728407908429,
2021-04-01,Healthy,Tofu,Nasoya Extra Firm Tofu,2.4,14 oz,Nasoya,Walmart,raw_prices_202104.csv,14.0,oz,396.893,0.6046969838218361,
2021-04-01,Healthy,Oats,Great Value Old Fashioned Oats,3.22,42 oz,Great Value,Walmart,raw_prices_202104.csv,42.0,oz,1190.6789999999999,0.27043392887587675,
2021-04-01,Healthy,Peanut Butter,Great Value Creamy Peanut Butter,1.62,16 oz,Great Value,Walmart,raw_prices_202104.csv,16.0,oz,453.592,0.357149156069772,
2021-04-01,Healthy,Olive Oil,Great Value Extra Virgin Olive Oil,5.76,16.9 oz,Great Value,Walmart,raw_prices_202104.csv,16.9,oz,479.10654999999997,1.202237790320337,
2021-04-01,UltraProcessed,Frozen Pizza,Great Value Pepperoni Frozen Pizza,3.8,12 in,Great Value,Walmart,raw_prices_202104.csv,12.0,in,,,
2021-04-01,UltraProcessed,Soda,Coca-Cola Original Soda,2.17,2 L,Coca-Cola,Walmart,raw_prices_202104.csv,2.0,l,2000.0,0.1085,
2021-04-01,UltraProcessed,Chips,Lay's Classic Potato Chips,3.5,8 oz,Lay's,Walmart,raw_prices_202104.csv,8.0,oz,226.796,1.5432370941286444,
2021-04-01,UltraProcessed,Instant Noodles,Maruchan Chicken Ramen Noodle Soup,2.79,12 pack,Maruchan,Walmart,raw_prices_202104.csv,12.0,count,,,0.2325
2021-04-01,UltraProcessed,Sugary Cereal,Kellogg's Froot Loops Cereal,4.14,19.4 oz,Kellogg's,Walmart,raw_prices_202104.csv,19.4,oz,549.9802999999999,0.7527542350153269,
2021-04-01,UltraProcessed,Ice Cream,Great Value Vanilla Ice Cream,3.21,48 oz,Great Value,Walmart,raw_prices_202104.csv,48.0,oz,1360.7759999999998,0.2358948129596642,
2021-04-01,UltraProcessed,Candy,Skittles Original Candy Bag,2.08,9 oz,Skittles,Walmart,raw_prices_202104.csv,9.0,oz,255.1455,0.8152211189301791,
2021-04-01,UltraProcessed,White Bread,Wonder Classic White Bread,2.46,20 oz,Wonder,Walmart,raw_prices_202104.csv,20.0,oz,566.99,0.4338700858921674,
2021-04-01,UltraProcessed,Processed Cheese Slice,Kraft Singles American Cheese Slices,4.57,16 slices,Kraft,Walmart,raw_prices_202104.csv,16.0,slices,,,
2021-04-01,UltraProcessed,Chicken Nuggets,Tyson Fully Cooked Chicken Nuggets,7.35,32 oz,Tyson,Walmart,raw_prices_202104.csv,32.0,oz,907.184,0.8101994744175383,
2021-04-01,UltraProcessed,Energy Drink,Monster Energy Original,2.29,16 fl oz,Monster,Walmart,raw_prices_202104.csv,16.0,fl oz,473.12,0.4840209671964829,
2021-04-01,UltraProcessed,Microwave Popcorn,Orville Redenbacher's Movie Theater Popcorn,4.05,6 pack,Orville Redenbacher's,Walmart,raw_prices_202104.csv,6.0,count,,,0.6749999999999999
2021-04-01,UltraProcessed,Hot Dogs,Bar-S Classic Franks,1.13,12 oz,Bar-S,Walmart,raw_prices_202104.csv,12.0,oz,340.19399999999996,0.33216341264102245,
2021-04-01,UltraProcessed,Chocolate Cookies,Oreo Original Chocolate Sandwich Cookies,4.22,14.3 oz,Oreo,Walmart,raw_prices_202104.csv,14.3,oz,405.39785,1.040952733222438,
2021-04-01,UltraProcessed,Mac and Cheese,Kraft Macaroni and Cheese Dinner,4.35,5 pack,Kraft,Walmart,raw_prices_202104.csv,5.0,count,,,0.8699999999999999
2021-04-01,Neutral,Pasta,Barilla Spaghetti Pasta,1.48,16 oz,Barilla,Walmart,raw_prices_202104.csv,16.0,oz,453.592,0.32628441418719906,
2021-04-01,Neutral,Tomato Sauce,Great Value Traditional Pasta Sauce,1.16,24 oz,Great Value,Walmart,raw_prices_202104.csv,24.0,oz,680.3879999999999,0.1704909551608788,
2021-04-01,Neutral,Milk,Great Value 2% Reduced Fat Milk,3.05,1 gal,Great Value,Walmart,raw_prices_202104.csv,1.0,gal,,,
2021-04-01,Neutral,Potatoes,Russet Potatoes Bag,4.83,5 lb bag,Fresh,Walmart,raw_prices_202104.csv,5.0,lb,2267.96,0.21296671898975292,
2021-04-01,Neutral,Bananas,Fresh Bananas,0.62,1 lb,Fresh,Walmart,raw_prices_202104.csv,1.0,lb,453.592,0.1366867140513942,
2021-04-01,Neutral,White Rice,Great Value Long Grain White Rice,1.98,2 lb,Great Value,Walmart,raw_prices_202104.csv,2.0,lb,907.184,0.21825781759819396,
2021-04-01,Neutral,Tortillas,Mission Flour Tortillas,2.82,10 count,Mission,Walmart,raw_prices_202104.csv,10.0,count,,,0.282
2021-04-01,Neutral,Butter,Great Value Salted Butter Sticks,3.88,16 oz,Great Value,Walmart,raw_prices_202104.csv,16.0,oz,453.592,0.8553942750313057,
2021-04-01,Neutral,Canned Corn,Del Monte Whole Kernel Corn,1.23,15.25 oz can,Del Monte,Walmart,raw_prices_202104.csv,15.25,oz,432.32987499999996,0.28450497435551964,
2021-04-01,Neutral,Canned Beans,Bush's Best Black Beans,1.46,15.5 oz can,Bush's Best,Walmart,raw_prices_202104.csv,15.5,oz,439.41724999999997,0.3322582351967293,
2021-04-01,Neutral,Onions,Yellow Onions Bag,2.88,3 lb bag,Fresh,Walmart,raw_prices_202104.csv,3.0,lb,1360.7759999999998,0.21164394433764266,
2021-04-01,Neutral,Eggs,Great Value Large White Eggs,2.13,12 count,Great Value,Walmart,raw_prices_202104.csv,12.0,count,,,0.1775
2021-04-01,Neutral,Snack Crackers,Ritz Original Crackers,3.55,13.7 oz,Ritz,Walmart,raw_prices_202104.csv,13.7,oz,388.38814999999994,0.9140340661783838,
2021-04-01,Neutral,Flour,Great Value All Purpose Flour,2.18,5 lb,Great Value,Walmart,raw_prices_202104.csv,5.0,lb,2267.96,0.0961216247200127,
2021-04-01,Neutral,Sugar,Great Value Granulated Sugar,2.82,4 lb,Great Value,Walmart,raw_prices_202104.csv,4.0,lb,1814.368,0.15542602162295632,
2021-10-01,Healthy,Whole Wheat,Great Value 100% Whole Wheat Bread,2.47,20 oz,Great Value,Walmart,raw_prices_202110.csv,20.0,oz,566.99,0.43563378542831444,
2021-10-01,Healthy,Brown Rice,Great Value Long Grain Brown Rice,1.86,2 lb,Great Value,Walmart,raw_prices_202110.csv,2.0,lb,907.184,0.2050300710770913,
2021-10-01,Healthy,Quinoa,Great Value Organic White Quinoa,4.88,12 oz,Great Value,Walmart,raw_prices_202110.csv,12.0,oz,340.19399999999996,1.4344756227329114,
2021-10-01,Healthy,Chickpeas (Dry),Great Value Garbanzo Beans,1.4,1 lb,Great Value,Walmart,raw_prices_202110.csv,1.0,lb,453.592,0.3086474188257288,
2021-10-01,Healthy,Lentils (Dry),Great Value Brown Lentils,1.41,1 lb,Great Value,Walmart,raw_prices_202110.csv,1.0,lb,453.592,0.31085204324591265,
2021-10-01,Healthy,Greek Yogurt,Great Value Nonfat Plain Greek Yogurt,4.17,32 oz,Great Value,Walmart,raw_prices_202110.csv,32.0,oz,907.184,0.45966419160831756,
2021-10-01,Healthy,Spinach,Fresh Spinach Bag,2.18,10 oz bag,Fresh,Walmart,raw_prices_202110.csv,10.0,oz,283.495,0.7689729977601016,
2021-10-01,Healthy,Broccoli,Fresh Broccoli Crowns,1.79,1 lb,Fresh,Walmart,raw_prices_202110.csv,1.0,lb,453.592,0.3946277712128962,
2021-10-01,Healthy,Carrots,Fresh Whole Carrots,1.26,2 lb bag,Fresh,Walmart,raw_prices_202110.csv,2.0,lb,907.184,0.138891338471578,
2021-10-01,Healthy,Apples,Gala Apples Bag,4.34,3 lb bag,Fresh,Walmart,raw_prices_202110.csv,3.0,lb,1360.7759999999998,0.3189356661199198,
2021-10-01,Healthy,Bananas,Fresh Bananas,0.6,1 lb,Fresh,Walmart,raw_prices_202110.csv,1.0,lb,453.592,0.13227746521102665,
2021-10-01,Healthy,Tofu,Nasoya Extra Firm Tofu,2.41,14 oz,Nasoya,Walmart,raw_prices_202110.csv,14.0,oz,396.893,0.6072165545877606,
2021-10-01,Healthy,Oats,Great Value Old Fashioned Oats,3.23,42 oz,Great Value,Walmart,raw_prices_202110.csv,42.0,oz,1190.6789999999999,0.27127378579785155,
2021-10-01,Healthy,Peanut Butter,Great Value Creamy Peanut Butter,1.64,16 oz,Great Value,Walmart,raw_prices_202110.csv,16.0,oz,453.592,0.3615584049101395,
2021-10-01,Healthy,Olive Oil,Great Value Extra Virgin Olive Oil,5.81,16.9 oz,Great Value,Walmart,raw_prices_202110.csv,16.9,oz,479.10654999999997,1.212673882250201,
2021-10-01,UltraProcessed,Frozen Pizza,Great Value Pepperoni Frozen Pizza,3.83,12 in,Great Value,Walmart,raw_prices_202110.csv,12.0,in,,,
2021-10-01,UltraProcessed,Soda,Coca-Cola Original Soda,2.19,2 L,Coca-Cola,Walmart,raw_prices_202110.csv,2.0,l,2000.0,0.1095,
2021-10-01,UltraProcessed,Chips,Lay's Classic Potato Chips,3.49,8 oz,Lay's,Walmart,raw_prices_202110.csv,8.0,oz,226.796,1.5388278452882769,
2021-10-01,UltraProcessed,Instant Noodles,Maruchan Chicken Ramen Noodle Soup,2.76,12 pack,Maruchan,Walmart,raw_prices_202110.csv,12.0,count,,,0.22999999999999998
2021-10-01,UltraProcessed,Sugary Cereal,Kellogg's Froot Loops Cereal,4.23,19.4 oz,Kellogg's,Walmart,raw_prices_202110.csv,19.4,oz,549.9802999999999,0.7691184575156602,
2021-10-01,UltraProcessed,Ice Cream,Great Value Vanilla Ice Cream,3.19,48 oz,Great Value,Walmart,raw_prices_202110.csv,48.0,oz,1360.7759999999998,0.23442506334620836,
2021-10-01,UltraProcessed,Candy,Skittles Original Candy Bag,2.07,9 oz,Skittles,Walmart,raw_prices_202110.csv,9.0,oz,255.1455,0.8113017866276301,
2021-10-01,UltraProcessed,White Bread,Wonder Classic White Bread,2.47,20 oz,Wonder,Walmart,raw_prices_202110.csv,20.0,oz,566.99,0.43563378542831444,
2021-10-01,UltraProcessed,Processed Cheese Slice,Kraft Singles American Cheese Slices,4.49,16 slices,Kraft,Walmart,raw_prices_202110.csv,16.0,slices,,,
2021-10-01,UltraProcessed,Chicken Nuggets,Tyson Fully Cooked Chicken Nuggets,7.34,32 oz,Tyson,Walmart,raw_prices_202110.csv,32.0,oz,907.184,0.8090971622074463,
2021-10-01,UltraProcessed,Energy Drink,Monster Energy Original,2.35,16 fl oz,Monster,Walmart,raw_prices_202110.csv,16.0,fl oz,473.12,0.49670273926276637,
2021-10-01,UltraProcessed,Microwave Popcorn,Orville Redenbacher's Movie Theater Popcorn,4.01,6 pack,Orville Redenbacher's,Walmart,raw_prices_202110.csv,6.0,count,,,0.6683333333333333
2021-10-01,UltraProcessed,Hot Dogs,Bar-S Classic Franks,1.13,12 oz,Bar-S,Walmart,raw_prices_202110.csv,12.0,oz,340.19399999999996,0.33216341264102245,
2021-10-01,UltraProcessed,Chocolate Cookies,Oreo Original Chocolate Sandwich Cookies,4.28,14.3 oz,Oreo,Walmart,raw_prices_202110.csv,14.3,oz,405.39785,1.0557530090502454,
2021-10-01,UltraProcessed,Mac and Cheese,Kraft Macaroni and Cheese Dinner,4.4,5 pack,Kraft,Walmart,raw_prices_202110.csv,5.0,count,,,0.8800000000000001
2021-10-01,Neutral,Pasta,Barilla Spaghetti Pasta,1.47,16 oz,Barilla,Walmart,raw_prices_202110.csv,16.0,oz,453.592,0.3240797897670153,
2021-10-01,Neutral,Tomato Sauce,Great Value Traditional Pasta Sauce,1.15,24 oz,Great Value,Walmart,raw_prices_202110.csv,24.0,oz,680.3879999999999,0.16902120554742295,
2021-10-01,Neutral,Milk,Great Value 2% Reduced Fat Milk,3.06,1 gal,Great Value,Walmart,raw_prices_202110.csv,1.0,gal,,,
2021-10-01,Neutral,Potatoes,Russet Potatoes Bag,4.95,5 lb bag,Fresh,Walmart,raw_prices_202110.csv,5.0,lb,2267.96,0.21825781759819396,
2021-10-01,Neutral,Bananas,Fresh Bananas,0.61,1 lb,Fresh,Walmart,raw_prices_202110.csv,1.0,lb,453.592,0.13448208963121042,
2021-10-01,Neutral,White Rice,Great Value Long Grain White Rice,1.97,2 lb,Great Value,Walmart,raw_prices_202110.csv,2.0,lb,907.184,0.21715550538810208,
2021-10-01,Neutral,Tortillas,Mission Flour Tortillas,2.82,10 count,Mission,Walmart,raw_prices_202110.csv,10.0,count,,,0.282
2021-10-01,Neutral,Butter,Great Value Salted Butter Sticks,3.95,16 oz,Great Value,Walmart,raw_prices_202110.csv,16.0,oz,453.592,0.8708266459725922,
2021-10-01,Neutral,Canned Corn,Del Monte Whole Kernel Corn,1.25,15.25 oz can,Del Monte,Walmart,raw_prices_202110.csv,15.25,oz,432.32987499999996,0.28913107149951184,
2021-10-01,Neutral,Canned Beans,Bush's Best Black Beans,1.48,15.5 oz can,Bush's Best,Walmart,raw_prices_202110.csv,15.5,oz,439.41724999999997,0.3368097178706571,
2021-10-01,Neutral,Onions,Yellow Onions Bag,2.85,3 lb bag,Fresh,Walmart,raw_prices_202110.csv,3.0,lb,1360.7759999999998,0.2094393199174589,
2021-10-01,Neutral,Eggs,Great Value Large White Eggs,2.2,12 count,Great Value,Walmart,raw_prices_202110.csv,12.0,count,,,0.18333333333333335
2021-10-01,Neutral,Snack Crackers,Ritz Original Crackers,3.57,13.7 oz,Ritz,Walmart,raw_prices_202110.csv,13.7,oz,388.38814999999994,0.9191835538751634,
2021-10-01,Neutral,Flour,Great Value All Purpose Flour,2.21,5 lb,Great Value,Walmart,raw_prices_202110.csv,5.0,lb,2267.96,0.09744439937212296,
2021-10-01,Neutral,Sugar,Great Value Granulated Sugar,2.8,4 lb,Great Value,Walmart,raw_prices_202110.csv,4.0,lb,1814.368,0.1543237094128644,
2023-06-01,Healthy,Whole Wheat,Great Value 100% Whole Wheat Bread,2.47,20 oz,Great Value,Walmart,raw_prices_202306.csv,20.0,oz,566.99,0.43563378542831444,
2023-06-01,Healthy,Brown Rice,Great Value Long Grain Brown Rice,1.87,2 lb,Great Value,Walmart,raw_prices_202306.csv,2.0,lb,907.184,0.20613238328718322,
2023-06-01,Healthy,Quinoa,Great Value Organic White Quinoa,4.96,12 oz,Great Value,Walmart,raw_prices_202306.csv,12.0,oz,340.19399999999996,1.457991616548205,
2023-06-01,Healthy,Chickpeas (Dry),Great Value Garbanzo Beans,1.42,1 lb,Great Value,Walmart,raw_prices_202306.csv,1.0,lb,453.592,0.31305666766609636,
2023-06-01,Healthy,Lentils (Dry),Great Value Brown Lentils,1.37,1 lb,Great Value,Walmart,raw_prices_202306.csv,1.0,lb,453.592,0.30203354556517753,
2023-06-01,Healthy,Greek Yogurt,Great Value Nonfat Plain Greek Yogurt,4.2,32 oz,Great Value,Walmart,raw_prices_202306.csv,32.0,oz,907.184,0.4629711282385933,
2023-06-01,Healthy,Spinach,Fresh Spinach Bag,2.24,10 oz bag,Fresh,Walmart,raw_prices_202306.csv,10.0,oz,283.495,0.7901373921938659,
2023-06-01,Healthy,Broccoli,Fresh Broccoli Crowns,1.77,1 lb,Fresh,Walmart,raw_prices_202306.csv,1.0,lb,453.592,0.39021852237252863,
2023-06-01,Healthy,Carrots,Fresh Whole Carrots,1.25,2 lb bag,Fresh,Walmart,raw_prices_202306.csv,2.0,lb,907.184,0.1377890262614861,
2023-06-01,Healthy,Apples,Gala Apples Bag,4.45,3 lb bag,Fresh,Walmart,raw_prices_202306.csv,3.0,lb,1360.7759999999998,0.32701928899392707,
2023-06-01,Healthy,Bananas,Fresh Bananas,0.6,1 lb,Fresh,Walmart,raw_prices_202306.csv,1.0,lb,453.592,0.13227746521102665,
2023-06-01,Healthy,Tofu,Nasoya Extra Firm Tofu,2.4,14 oz,Nasoya,Walmart,raw_prices_202306.csv,14.0,oz,396.893,0.6046969838218361,
2023-06-01,Healthy,Oats,Great Value Old Fashioned Oats,3.24,42 oz,Great Value,Walmart,raw_prices_202306.csv,42.0,oz,1190.6789999999999,0.2721136427198263,
2023-06-01,Healthy,Peanut Butter,Great Value Creamy Peanut Butter,1.64,16 oz,Great Value,Walmart,raw_prices_202306.csv,16.0,oz,453.592,0.3615584049101395,
2023-06-01,Healthy,Olive Oil,Great Value Extra Virgin Olive Oil,5.86,16.9 oz,Great Value,Walmart,raw_prices_202306.csv,16.9,oz,479.10654999999997,1.223109974180065,
2023-06-01,UltraProcessed,Frozen Pizza,Great Value Pepperoni Frozen Pizza,3.81,12 in,Great Value,Walmart,raw_prices_202306.csv,12.0,in,,,
2023-06-01,UltraProcessed,Soda,Coca-Cola Original Soda,2.21,2 L,Coca-Cola,Walmart,raw_prices_202306.csv,2.0,l,2000.0,0.11050000000000001,
2023-06-01,UltraProcessed,Chips,Lay's Classic Potato Chips,3.56,8 oz,Lay's,Walmart,raw_prices_202306.csv,8.0,oz,226.796,1.5696925871708498,
2023-06-01,UltraProcessed,Instant Noodles,Maruchan Chicken Ramen Noodle Soup,2.81,12 pack,Maruchan,Walmart,raw_prices_202306.csv,12.0,count,,,0.23416666666666666
2023-06-01,UltraProcessed,Sugary Cereal,Kellogg's Froot Loops Cereal,4.24,19.4 oz,Kellogg's,Walmart,raw_prices_202306.csv,19.4,oz,549.9802999999999,0.7709367044601417,
2023-06-01,UltraProcessed,Ice Cream,Great Value Vanilla Ice Cream,3.21,48 oz,Great Value,Walmart,raw_prices_202306.csv,48.0,oz,1360.7759999999998,0.2358948129596642,
2023-06-01,UltraProcessed,Candy,Skittles Original Candy Bag,2.14,9 oz,Skittles,Walmart,raw_prices_202306.csv,9.0,oz,255.1455,0.8387371127454727,
2023-06-01,UltraProcessed,White Bread,Wonder Classic White Bread,2.49,20 oz,Wonder,Walmart,raw_prices_202306.csv,20.0,oz,566.99,0.43916118450060854,
2023-06-01,UltraProcessed,Processed Cheese Slice,Kraft Singles American Cheese Slices,4.53,16 slices,Kraft,Walmart,raw_prices_202306.csv,16.0,slices,,,
2023-06-01,UltraProcessed,Chicken Nuggets,Tyson Fully Cooked Chicken Nuggets,7.59,32 oz,Tyson,Walmart,raw_prices_202306.csv,32.0,oz,907.184,0.8366549674597437,
2023-06-01,UltraProcessed,Energy Drink,Monster Energy Original,2.37,16 fl oz,Monster,Walmart,raw_prices_202306.csv,16.0,fl oz,473.12,0.500929996618194,
2023-06-01,UltraProcessed,Microwave Popcorn,Orville Redenbacher's Movie Theater Popcorn,4.18,6 pack,Orville Redenbacher's,Walmart,raw_prices_202306.csv,6.0,count,,,0.6966666666666667
2023-06-01,UltraProcessed,Hot Dogs,Bar-S Classic Franks,1.15,12 oz,Bar-S,Walmart,raw_prices_202306.csv,12.0,oz,340.19399999999996,0.3380424110948459,
2023-06-01,UltraProcessed,Chocolate Cookies,Oreo Original Chocolate Sandwich Cookies,4.32,14.3 oz,Oreo,Walmart,raw_prices_202306.csv,14.3,oz,405.39785,1.065619859602117,
2023-06-01,UltraProcessed,Mac and Cheese,Kraft Macaroni and Cheese Dinner,4.43,5 pack,Kraft,Walmart,raw_prices_202306.csv,5.0,count,,,0.8859999999999999
2023-06-01,Neutral,Pasta,Barilla Spaghetti Pasta,1.49,16 oz,Barilla,Walmart,raw_prices_202306.csv,16.0,oz,453.592,0.3284890386073829,
2023-06-01,Neutral,Tomato Sauce,Great Value Traditional Pasta Sauce,1.17,24 oz,Great Value,Walmart,raw_prices_202306.csv,24.0,oz,680.3879999999999,0.17196070477433464,
2023-06-01,Neutral,Milk,Great Value 2% Reduced Fat Milk,3.08,1 gal,Great Value,Walmart,raw_prices_202306.csv,1.0,gal,,,
2023-06-01,Neutral,Potatoes,Russet Potatoes Bag,4.84,5 lb bag,Fresh,Walmart,raw_prices_202306.csv,5.0,lb,2267.96,0.21340764387378966,
2023-06-01,Neutral,Bananas,Fresh Bananas,0.62,1 lb,Fresh,Walmart,raw_prices_202306.csv,1.0,lb,453.592,0.1366867140513942,
2023-06-01,Neutral,White Rice,Great Value Long Grain White Rice,1.98,2 lb,Great Value,Walmart,raw_prices_202306.csv,2.0,lb,907.184,0.21825781759819396,
2023-06-01,Neutral,Tortillas,Mission Flour Tortillas,2.89,10 count,Mission,Walmart,raw_prices_202306.csv,10.0,count,,,0.28900000000000003
2023-06-01,Neutral,Butter,Great Value Salted Butter Sticks,4.03,16 oz,Great Value,Walmart,raw_prices_202306.csv,16.0,oz,453.592,0.8884636413340623,
2023-06-01,Neutral,Canned Corn,Del Monte Whole Kernel Corn,1.25,15.25 oz can,Del Monte,Walmart,raw_prices_202306.csv,15.25,oz,432.32987499999996,0.28913107149951184,
2023-06-01,Neutral,Canned Beans,Bush's Best Black Beans,1.52,15.5 oz can,Bush's Best,Walmart,raw_prices_202306.csv,15.5,oz,439.41724999999997,0.3459126832185127,
2023-06-01,Neutral,Onions,Yellow Onions Bag,2.98,3 lb bag,Fresh,Walmart,raw_prices_202306.csv,3.0,lb,1360.7759999999998,0.21899269240492192,
2023-06-01,Neutral,Eggs,Great Value Large White Eggs,2.16,12 count,Great Value,Walmart,raw_prices_202306.csv,12.0,count,,,0.18000000000000002
2023-06-01,Neutral,Snack Crackers,Ritz Original Crackers,3.59,13.7 oz,Ritz,Walmart,raw_prices_202306.csv,13.7,oz,388.38814999999994,0.9243330415719431,
2023-06-01,Neutral,Flour,Great Value All Purpose Flour,2.22,5 lb,Great Value,Walmart,raw_prices_202306.csv,5.0,lb,2267.96,0.09788532425615973,
2023-06-01,Neutral,Sugar,Great Value Granulated Sugar,2.82,4 lb,Great Value,Walmart,raw_prices_202306.csv,4.0,lb,1814.368,0.15542602162295632,
2023-12-01,Healthy,Whole Wheat,Great Value 100% Whole Wheat Bread,2.48,20 oz,Great Value,Walmart,raw_prices_202312.csv,20.0,oz,566.99,0.4373974849644614,
2023-12-01,Healthy,Brown Rice,Great Value Long Grain Brown Rice,1.85,2 lb,Great Value,Walmart,raw_prices_202312.csv,2.0,lb,907.184,0.20392775886699943,
2023-12-01,Healthy,Quinoa,Great Value Organic White Quinoa,4.9,12 oz,Great Value,Walmart,raw_prices_202312.csv,12.0,oz,340.19399999999996,1.440354621186735,
2023-12-01,Healthy,Chickpeas (Dry),Great Value Garbanzo Beans,1.43,1 lb,Great Value,Walmart,raw_prices_202312.csv,1.0,lb,453.592,0.3152612920862802,
2023-12-01,Healthy,Lentils (Dry),Great Value Brown Lentils,1.39,1 lb,Great Value,Walmart,raw_prices_202312.csv,1.0,lb,453.592,0.30644279440554506,
2023-12-01,Healthy,Greek Yogurt,Great Value Nonfat Plain Greek Yogurt,4.18,32 oz,Great Value,Walmart,raw_prices_202312.csv,32.0,oz,907.184,0.4607665038184095,
2023-12-01,Healthy,Spinach,Fresh Spinach Bag,2.19,10 oz bag,Fresh,Walmart,raw_prices_202312.csv,10.0,oz,283.495,0.7725003968323956,
2023-12-01,Healthy,Broccoli,Fresh Broccoli Crowns,1.83,1 lb,Fresh,Walmart,raw_prices_202312.csv,1.0,lb,453.592,0.40344626889363133,
2023-12-01,Healthy,Carrots,Fresh Whole Carrots,1.28,2 lb bag,Fresh,Walmart,raw_prices_202312.csv,2.0,lb,907.184,0.14109596289176177,
2023-12-01,Healthy,Apples,Gala Apples Bag,4.38,3 lb bag,Fresh,Walmart,raw_prices_202312.csv,3.0,lb,1360.7759999999998,0.3218751653468316,
2023-12-01,Healthy,Bananas,Fresh Bananas,0.61,1 lb,Fresh,Walmart,raw_prices_202312.csv,1.0,lb,453.592,0.13448208963121042,
