date,basket_type,item_name,scraped_name,brand,store,price,unit_size,unit_value,unit_unit,grams_total,price_per_100g,price_per_unit,source_file
2021-09-01,Healthy,Quinoa,Great Value Organic White Quinoa,Great Value,Walmart,4.98,12 oz,12.0,oz,340.194,1.4638706150020286,,raw_prices_202109.csv
2021-09-01,Healthy,Spinach,Fresh Spinach Bag,Fresh,Walmart,2.23,10 oz bag,10.0,oz,283.495,0.7866099931215718,,raw_prices_202109.csv
2021-09-01,Healthy,Tofu,Nasoya Extra Firm Tofu,Nasoya,Walmart,2.41,14 oz,14.0,oz,396.893,0.6072165545877606,,raw_prices_202109.csv
2021-09-01,Healthy,Whole Wheat,Great Value 100% Whole Wheat Bread,Great Value,Walmart,2.47,20 oz,20.0,oz,566.99,0.4356337854283144,,raw_prices_202109.csv
2021-09-01,Neutral,Bananas,Fresh Bananas,Fresh,Walmart,0.62,1 lb,1.0,lb,453.592,0.1366867140513942,,raw_prices_202109.csv
2021-09-01,Neutral,Butter,Great Value Salted Butter Sticks,Great Value,Walmart,3.93,16 oz,16.0,oz,453.592,0.8664173971322245,,raw_prices_202109.csv
2021-09-01,Neutral,Canned Beans,Bush's Best Black Beans,Bush's Best,Walmart,1.47,15.5 oz can,15.5,oz,439.41725,0.3345339765336932,,raw_prices_202109.csv
2021-09-01,Neutral,Canned Corn,Del Monte Whole Kernel Corn,Del Monte,Walmart,1.23,15.25 oz can,15.25,oz,432.329875,0.2845049743555196,,raw_prices_202109.csv
2021-09-01,Neutral,Eggs,Great Value Large White Eggs,Great Value,Walmart,2.16,12 count,12.0,count,,,0.18,raw_prices_202109.csv
2021-09-01,Neutral,Flour,Great Value All Purpose Flour,Great Value,Walmart,2.22,5 lb,5.0,lb,2267.96,0.0978853242561597,,raw_prices_202109.csv
2021-09-01,Neutral,Milk,Great Value 2% Reduced Fat Milk,Great Value,Walmart,3.1,1 gal,1.0,gal,,,,raw_prices_202109.csv
2021-09-01,Neutral,Onions,Yellow Onions Bag,Fresh,Walmart,2.88,3 lb bag,3.0,lb,1360.7759999999998,0.2116439443376426,,raw_prices_202109.csv
2021-09-01,Neutral,Pasta,Barilla Spaghetti Pasta,Barilla,Walmart,1.5,16 oz,16.0,oz,453.592,0.3306936630275666,,raw_prices_202109.csv
2021-09-01,Neutral,Potatoes,Russet Potatoes Bag,Fresh,Walmart,5.03,5 lb bag,5.0,lb,2267.96,0.221785216670488,,raw_prices_202109.csv
2021-09-01,Neutral,Snack Crackers,Ritz Original Crackers,Ritz,Walmart,3.54,13.7 oz,13.7,oz,388.38815,0.911459322329994,,raw_prices_202109.csv
2021-09-01,Neutral,Sugar,Great Value Granulated Sugar,Great Value,Walmart,2.79,4 lb,4.0,lb,1814.368,0.1537725533078185,,raw_prices_202109.csv
2021-09-01,Neutral,Tomato Sauce,Great Value Traditional Pasta Sauce,Great Value,Walmart,1.15,24 oz,24.0,oz,680.3879999999999,0.1690212055474229,,raw_prices_202109.csv
2021-09-01,Neutral,Tortillas,Mission Flour Tortillas,Mission,Walmart,2.85,10 count,10.0,count,,,0.285,raw_prices_202109.csv
2021-09-01,Neutral,White Rice,Great Value Long Grain White Rice,Great Value,Walmart,1.95,2 lb,2.0,lb,907.184,0.2149508809679183,,raw_prices_202109.csv
2021-09-01,UltraProcessed,Candy,Skittles Original Candy Bag,Skittles,Walmart,2.09,9 oz,9.0,oz,255.1455,0.8191404512327279,,raw_prices_202109.csv
2021-09-01,UltraProcessed,Chicken Nuggets,Tyson Fully Cooked Chicken Nuggets,Tyson,Walmart,7.47,32 oz,32.0,oz,907.184,0.8234272209386408,,raw_prices_202109.csv
2021-09-01,UltraProcessed,Chips,Lay's Classic Potato Chips,Lay's,Walmart,3.46,8 oz,8.0,oz,226.796,1.525600098767174,,raw_prices_202109.csv
2021-09-01,UltraProcessed,Chocolate Cookies,Oreo Original Chocolate Sandwich Cookies,Oreo,Walmart,4.29,14.3 oz,14.3,oz,405.39785,1.0582197216882132,,raw_prices_202109.csv
2021-09-01,UltraProcessed,Energy Drink,Monster Energy Original,Monster,Walmart,2.33,16 fl oz,16.0,fl oz,473.12,0.4924754819073385,,raw_prices_202109.csv
2021-09-01,UltraProcessed,Frozen Pizza,Great Value Pepperoni Frozen Pizza,Great Value,Walmart,3.7,12 in,12.0,in,,,,raw_prices_202109.csv
2021-09-01,UltraProcessed,Hot Dogs,Bar-S Classic Franks,Bar-S,Walmart,1.15,12 oz,12.0,oz,340.194,0.3380424110948459,,raw_prices_202109.csv
2021-09-01,UltraProcessed,Ice Cream,Great Value Vanilla Ice Cream,Great Value,Walmart,3.19,48 oz,48.0,oz,1360.7759999999998,0.2344250633462083,,raw_prices_202109.csv
2021-09-01,UltraProcessed,Instant Noodles,Maruchan Chicken Ramen Noodle Soup,Maruchan,Walmart,2.82,12 pack,12.0,count,,,0.235,raw_prices_202109.csv
2021-09-01,UltraProcessed,Mac and Cheese,Kraft Macaroni and Cheese Dinner,Kraft,Walmart,4.38,5 pack,5.0,count,,,0.876,raw_prices_202109.csv
2021-09-01,UltraProcessed,Microwave Popcorn,Orville Redenbacher's Movie Theater Popcorn,Orville Redenbacher's,Walmart,4.07,6 pack,6.0,count,,,0.6783333333333333,raw_prices_202109.csv
2021-09-01,UltraProcessed,Processed Cheese Slice,Kraft Singles American Cheese Slices,Kraft,Walmart,4.46,16 slices,16.0,slices,,,,raw_prices_202109.csv
2021-09-01,UltraProcessed,Soda,Coca-Cola Original Soda,Coca-Cola,Walmart,2.19,2 L,2.0,l,2000.0,0.1095,,raw_prices_202109.csv
2021-09-01,UltraProcessed,Sugary Cereal,Kellogg's Froot Loops Cereal,Kellogg's,Walmart,4.23,19.4 oz,19.4,oz,549.9802999999999,0.7691184575156602,,raw_prices_202109.csv
2021-09-01,UltraProcessed,White Bread,Wonder Classic White Bread,Wonder,Walmart,2.49,20 oz,20.0,oz,566.99,0.4391611845006085,,raw_prices_202109.csv
2021-10-01,Healthy,Apples,Gala Apples Bag,Fresh,Walmart,4.34,3 lb bag,3.0,lb,1360.7759999999998,0.3189356661199198,,raw_prices_202110.csv
2021-10-01,Healthy,Bananas,Fresh Bananas,Fresh,Walmart,0.6,1 lb,1.0,lb,453.592,0.1322774652110266,,raw_prices_202110.csv
2021-10-01,Healthy,Broccoli,Fresh Broccoli Crowns,Fresh,Walmart,1.79,1 lb,1.0,lb,453.592,0.3946277712128962,,raw_prices_202110.csv
2021-10-01,Healthy,Brown Rice,Great Value Long Grain Brown Rice,Great Value,Walmart,1.86,2 lb,2.0,lb,907.184,0.2050300710770913,,raw_prices_202110.csv
2021-10-01,Healthy,Carrots,Fresh Whole Carrots,Fresh,Walmart,1.26,2 lb bag,2.0,lb,907.184,0.138891338471578,,raw_prices_202110.csv
2021-10-01,Healthy,Chickpeas (Dry),Great Value Garbanzo Beans,Great Value,Walmart,1.4,1 lb,1.0,lb,453.592,0.3086474188257288,,raw_prices_202110.csv
2021-10-01,Healthy,Greek Yogurt,Great Value Nonfat Plain Greek Yogurt,Great Value,Walmart,4.17,32 oz,32.0,oz,907.184,0.4596641916083175,,raw_prices_202110.csv
2021-10-01,Healthy,Lentils (Dry),Great Value Brown Lentils,Great Value,Walmart,1.41,1 lb,1.0,lb,453.592,0.3108520432459126,,raw_prices_202110.csv
2021-10-01,Healthy,Oats,Great Value Old Fashioned Oats,Great Value,Walmart,3.23,42 oz,42.0,oz,1190.679,0.2712737857978515,,raw_prices_202110.csv
2021-10-01,Healthy,Olive Oil,Great Value Extra Virgin Olive Oil,Great Value,Walmart,5.81,16.9 oz,16.9,oz,479.10655,1.212673882250201,,raw_prices_202110.csv
2021-10-01,Healthy,Peanut Butter,Great Value Creamy Peanut Butter,Great Value,Walmart,1.64,16 oz,16.0,oz,453.592,0.3615584049101395,,raw_prices_202110.csv
2021-10-01,Healthy,Quinoa,Great Value Organic White Quinoa,Great Value,Walmart,4.88,12 oz,12.0,oz,340.194,1.4344756227329114,,raw_prices_202110.csv
2021-10-01,Healthy,Spinach,Fresh Spinach Bag,Fresh,Walmart,2.18,10 oz bag,10.0,oz,283.495,0.7689729977601016,,raw_prices_202110.csv
2021-10-01,Healthy,Tofu,Nasoya Extra Firm Tofu,Nasoya,Walmart,2.41,14 oz,14.0,oz,396.893,0.6072165545877606,,raw_prices_202110.csv
2021-10-01,Healthy,Whole Wheat,Great Value 100% Whole Wheat Bread,Great Value,Walmart,2.47,20 oz,20.0,oz,566.99,0.4356337854283144,,raw_prices_202110.csv
2021-10-01,Neutral,Bananas,Fresh Bananas,Fresh,Walmart,0.61,1 lb,1.0,lb,453.592,0.1344820896312104,,raw_prices_202110.csv
2021-10-01,Neutral,Butter,Great Value Salted Butter Sticks,Great Value,Walmart,3.95,16 oz,16.0,oz,453.592,0.8708266459725922,,raw_prices_202110.csv
2021-10-01,Neutral,Canned Beans,Bush's Best Black Beans,Bush's Best,Walmart,1.48,15.5 oz can,15.5,oz,439.41725,0.3368097178706571,,raw_prices_202110.csv
2021-10-01,Neutral,Canned Corn,Del Monte Whole Kernel Corn,Del Monte,Walmart,1.25,15.25 oz can,15.25,oz,432.329875,0.2891310714995118,,raw_prices_202110.csv
2021-10-01,Neutral,Eggs,Great Value Large White Eggs,Great Value,Walmart,2.2,12 count,12.0,count,,,0.1833333333333333,raw_prices_202110.csv
2021-10-01,Neutral,Flour,Great Value All Purpose Flour,Great Value,Walmart,2.21,5 lb,5.0,lb,2267.96,0.0974443993721229,,raw_prices_202110.csv
2021-10-01,Neutral,Milk,Great Value 2% Reduced Fat Milk,Great Value,Walmart,3.06,1 gal,1.0,gal,,,,raw_prices_202110.csv
2021-10-01,Neutral,Onions,Yellow Onions Bag,Fresh,Walmart,2.85,3 lb bag,3.0,lb,1360.7759999999998,0.2094393199174589,,raw_prices_202110.csv
2021-10-01,Neutral,Pasta,Barilla Spaghetti Pasta,Barilla,Walmart,1.47,16 oz,16.0,oz,453.592,0.3240797897670153,,raw_prices_202110.csv
2021-10-01,Neutral,Potatoes,Russet Potatoes Bag,Fresh,Walmart,4.95,5 lb bag,5.0,lb,2267.96,0.2182578175981939,,raw_prices_202110.csv
2021-10-01,Neutral,Snack Crackers,Ritz Original Crackers,Ritz,Walmart,3.57,13.7 oz,13.7,oz,388.38815,0.9191835538751634,,raw_prices_202110.csv
2021-10-01,Neutral,Sugar,Great Value Granulated Sugar,Great Value,Walmart,2.8,4 lb,4.0,lb,1814.368,0.1543237094128644,,raw_prices_202110.csv
2021-10-01,Neutral,Tomato Sauce,Great Value Traditional Pasta Sauce,Great Value,Walmart,1.15,24 oz,24.0,oz,680.3879999999999,0.1690212055474229,,raw_prices_202110.csv
2021-10-01,Neutral,Tortillas,Mission Flour Tortillas,Mission,Walmart,2.82,10 count,10.0,count,,,0.282,raw_prices_202110.csv
2021-10-01,Neutral,White Rice,Great Value Long Grain White Rice,Great Value,Walmart,1.97,2 lb,2.0,lb,907.184,0.217155505388102,,raw_prices_202110.csv
2021-10-01,UltraProcessed,Candy,Skittles Original Candy Bag,Skittles,Walmart,2.07,9 oz,9.0,oz,255.1455,0.8113017866276301,,raw_prices_202110.csv
2021-10-01,UltraProcessed,Chicken Nuggets,Tyson Fully Cooked Chicken Nuggets,Tyson,Walmart,7.34,32 oz,32.0,oz,907.184,0.8090971622074463,,raw_prices_202110.csv
2021-10-01,UltraProcessed,Chips,Lay's Classic Potato Chips,Lay's,Walmart,3.49,8 oz,8.0,oz,226.796,1.5388278452882769,,raw_prices_202110.csv
2021-10-01,UltraProcessed,Chocolate Cookies,Oreo Original Chocolate Sandwich Cookies,Oreo,Walmart,4.28,14.3 oz,14.3,oz,405.39785,1.0557530090502454,,raw_prices_202110.csv
2021-10-01,UltraProcessed,Energy Drink,Monster Energy Original,Monster,Walmart,2.35,16 fl oz,16.0,fl oz,473.12,0.4967027392627663,,raw_prices_202110.csv
2021-10-01,UltraProcessed,Frozen Pizza,Great Value Pepperoni Frozen Pizza,Great Value,Walmart,3.83,12 in,12.0,in,,,,raw_prices_202110.csv
2021-10-01,UltraProcessed,Hot Dogs,Bar-S Classic Franks,Bar-S,Walmart,1.13,12 oz,12.0,oz,340.194,0.3321634126410224,,raw_prices_202110.csv
2021-10-01,UltraProcessed,Ice Cream,Great Value Vanilla Ice Cream,Great Value,Walmart,3.19,48 oz,48.0,oz,1360.7759999999998,0.2344250633462083,,raw_prices_202110.csv
2021-10-01,UltraProcessed,Instant Noodles,Maruchan Chicken Ramen Noodle Soup,Maruchan,Walmart,2.76,12 pack,12.0,count,,,0.2299999999999999,raw_prices_202110.csv
2021-10-01,UltraProcessed,Mac and Cheese,Kraft Macaroni and Cheese Dinner,Kraft,Walmart,4.4,5 pack,5.0,count,,,0.8800000000000001,raw_prices_202110.csv
2021-10-01,UltraProcessed,Microwave Popcorn,Orville Redenbacher's Movie Theater Popcorn,Orville Redenbacher's,Walmart,4.01,6 pack,6.0,count,,,0.6683333333333333,raw_prices_202110.csv
2021-10-01,UltraProcessed,Processed Cheese Slice,Kraft Singles American Cheese Slices,Kraft,Walmart,4.49,16 slices,16.0,slices,,,,raw_prices_202110.csv
2021-10-01,UltraProcessed,Soda,Coca-Cola Original Soda,Coca-Cola,Walmart,2.19,2 L,2.0,l,2000.0,0.1095,,raw_prices_202110.csv
2021-10-01,UltraProcessed,Sugary Cereal,Kellogg's Froot Loops Cereal,Kellogg's,Walmart,4.23,19.4 oz,19.4,oz,549.9802999999999,0.7691184575156602,,raw_prices_202110.csv
2021-10-01,UltraProcessed,White Bread,Wonder Classic White Bread,Wonder,Walmart,2.47,20 oz,20.0,oz,566.99,0.4356337854283144,,raw_prices_202110.csv
2021-11-01,Healthy,Apples,Gala Apples Bag,Fresh,Walmart,4.36,3 lb bag,3.0,lb,1360.7759999999998,0.3204054157333757,,raw_prices_202111.csv
2021-11-01,Healthy,Bananas,Fresh Bananas,Fresh,Walmart,0.6,1 lb,1.0,lb,453.592,0.1322774652110266,,raw_prices_202111.csv
2021-11-01,Healthy,Broccoli,Fresh Broccoli Crowns,Fresh,Walmart,1.8,1 lb,1.0,lb,453.592,0.3968323956330799,,raw_prices_202111.csv
2021-11-01,Healthy,Brown Rice,Great Value Long Grain Brown Rice,Great Value,Walmart,1.86,2 lb,2.0,lb,907.184,0.2050300710770913,,raw_prices_202111.csv
2021-11-01,Healthy,Carrots,Fresh Whole Carrots,Fresh,Walmart,1.25,2 lb bag,2.0,lb,907.184,0.1377890262614861,,raw_prices_202111.csv
2021-11-01,Healthy,Chickpeas (Dry),Great Value Garbanzo Beans,Great Value,Walmart,1.39,1 lb,1.0,lb,453.592,0.306442794405545,,raw_prices_202111.csv
2021-11-01,Healthy,Greek Yogurt,Great Value Nonfat Plain Greek Yogurt,Great Value,Walmart,4.21,32 oz,32.0,oz,907.184,0.4640734404486851,,raw_prices_202111.csv
2021-11-01,Healthy,Lentils (Dry),Great Value Brown Lentils,Great Value,Walmart,1.36,1 lb,1.0,lb,453.592,0.2998289211449937,,raw_prices_202111.csv
2021-11-01,Healthy,Oats,Great Value Old Fashioned Oats,Great Value,Walmart,3.32,42 oz,42.0,oz,1190.679,0.2788324980956244,,raw_prices_202111.csv
2021-11-01,Healthy,Olive Oil,Great Value Extra Virgin Olive Oil,Great Value,Walmart,5.82,16.9 oz,16.9,oz,479.10655,1.2147611006361738,,raw_prices_202111.csv
2021-11-01,Healthy,Peanut Butter,Great Value Creamy Peanut Butter,Great Value,Walmart,1.64,16 oz,16.0,oz,453.592,0.3615584049101395,,raw_prices_202111.csv
2021-11-01,Healthy,Quinoa,Great Value Organic White Quinoa,Great Value,Walmart,4.78,12 oz,12.0,oz,340.194,1.4050806304637944,,raw_prices_202111.csv
2021-11-01,Healthy,Spinach,Fresh Spinach Bag,Fresh,Walmart,2.2,10 oz bag,10.0,oz,283.495,0.7760277959046897,,raw_prices_202111.csv
2021-11-01,Healthy,Tofu,Nasoya Extra Firm Tofu,Nasoya,Walmart,2.4,14 oz,14.0,oz,396.893,0.6046969838218361,,raw_prices_202111.csv
2021-11-01,Healthy,Whole Wheat,Great Value 100% Whole Wheat Bread,Great Value,Walmart,2.48,20 oz,20.0,oz,566.99,0.4373974849644614,,raw_prices_202111.csv
2021-11-01,Neutral,Bananas,Fresh Bananas,Fresh,Walmart,0.61,1 lb,1.0,lb,453.592,0.1344820896312104,,raw_prices_202111.csv
2021-11-01,Neutral,Butter,Great Value Salted Butter Sticks,Great Value,Walmart,3.89,16 oz,16.0,oz,453.592,0.8575988994514896,,raw_prices_202111.csv
2021-11-01,Neutral,Canned Beans,Bush's Best Black Beans,Bush's Best,Walmart,1.49,15.5 oz can,15.5,oz,439.41725,0.339085459207621,,raw_prices_202111.csv
2021-11-01,Neutral,Canned Corn,Del Monte Whole Kernel Corn,Del Monte,Walmart,1.24,15.25 oz can,15.25,oz,432.329875,0.2868180229275157,,raw_prices_202111.csv
2021-11-01,Neutral,Eggs,Great Value Large White Eggs,Great Value,Walmart,2.18,12 count,12.0,count,,,0.1816666666666666,raw_prices_202111.csv
2021-11-01,Neutral,Flour,Great Value All Purpose Flour,Great Value,Walmart,2.19,5 lb,5.0,lb,2267.96,0.0965625496040494,,raw_prices_202111.csv
2021-11-01,Neutral,Milk,Great Value 2% Reduced Fat Milk,Great Value,Walmart,3.11,1 gal,1.0,gal,,,,raw_prices_202111.csv
2021-11-01,Neutral,Onions,Yellow Onions Bag,Fresh,Walmart,2.88,3 lb bag,3.0,lb,1360.7759999999998,0.2116439443376426,,raw_prices_202111.csv
2021-11-01,Neutral,Pasta,Barilla Spaghetti Pasta,Barilla,Walmart,1.5,16 oz,16.0,oz,453.592,0.3306936630275666,,raw_prices_202111.csv
2021-11-01,Neutral,Potatoes,Russet Potatoes Bag,Fresh,Walmart,4.91,5 lb bag,5.0,lb,2267.96,0.2164941180620469,,raw_prices_202111.csv
2021-11-01,Neutral,Snack Crackers,Ritz Original Crackers,Ritz,Walmart,3.58,13.7 oz,13.7,oz,388.38815,0.9217582977235532,,raw_prices_202111.csv
2021-11-01,Neutral,Sugar,Great Value Granulated Sugar,Great Value,Walmart,2.82,4 lb,4.0,lb,1814.368,0.1554260216229563,,raw_prices_202111.csv
2021-11-01,Neutral,Tomato Sauce,Great Value Traditional Pasta Sauce,Great Value,Walmart,1.17,24 oz,24.0,oz,680.3879999999999,0.1719607047743346,,raw_prices_202111.csv
2021-11-01,Neutral,Tortillas,Mission Flour Tortillas,Mission,Walmart,2.87,10 count,10.0,count,,,0.287,raw_prices_202111.csv
2021-11-01,Neutral,White Rice,Great Value Long Grain White Rice,Great Value,Walmart,1.95,2 lb,2.0,lb,907.184,0.2149508809679183,,raw_prices_202111.csv
2021-11-01,UltraProcessed,Candy,Skittles Original Candy Bag,Skittles,Walmart,2.1,9 oz,9.0,oz,255.1455,0.8230597835352771,,raw_prices_202111.csv
2021-11-01,UltraProcessed,Chicken Nuggets,Tyson Fully Cooked Chicken Nuggets,Tyson,Walmart,7.45,32 oz,32.0,oz,907.184,0.8212225965184571,,raw_prices_202111.csv
2021-11-01,UltraProcessed,Chips,Lay's Classic Potato Chips,Lay's,Walmart,3.54,8 oz,8.0,oz,226.796,1.5608740894901143,,raw_prices_202111.csv
2021-11-01,UltraProcessed,Chocolate Cookies,Oreo Original Chocolate Sandwich Cookies,Oreo,Walmart,4.27,14.3 oz,14.3,oz,405.39785,1.0532862964122771,,raw_prices_202111.csv
2021-11-01,UltraProcessed,Energy Drink,Monster Energy Original,Monster,Walmart,2.3,16 fl oz,16.0,fl oz,473.12,0.4861345958741968,,raw_prices_202111.csv
2021-11-01,UltraProcessed,Frozen Pizza,Great Value Pepperoni Frozen Pizza,Great Value,Walmart,3.94,12 in,12.0,in,,,,raw_prices_202111.csv
2021-11-01,UltraProcessed,Hot Dogs,Bar-S Classic Franks,Bar-S,Walmart,1.17,12 oz,12.0,oz,340.194,0.3439214095486693,,raw_prices_202111.csv
2021-11-01,UltraProcessed,Ice Cream,Great Value Vanilla Ice Cream,Great Value,Walmart,3.22,48 oz,48.0,oz,1360.7759999999998,0.2366296877663921,,raw_prices_202111.csv
2021-11-01,UltraProcessed,Instant Noodles,Maruchan Chicken Ramen Noodle Soup,Maruchan,Walmart,2.76,12 pack,12.0,count,,,0.2299999999999999,raw_prices_202111.csv
2021-11-01,UltraProcessed,Mac and Cheese,Kraft Macaroni and Cheese Dinner,Kraft,Walmart,4.34,5 pack,5.0,count,,,0.868,raw_prices_202111.csv
2021-11-01,UltraProcessed,Microwave Popcorn,Orville Redenbacher's Movie Theater Popcorn,Orville Redenbacher's,Walmart,4.02,6 pack,6.0,count,,,0.6699999999999999,raw_prices_202111.csv
2021-11-01,UltraProcessed,Processed Cheese Slice,Kraft Singles American Cheese Slices,Kraft,Walmart,4.48,16 slices,16.0,slices,,,,raw_prices_202111.csv
2021-11-01,UltraProcessed,Soda,Coca-Cola Original Soda,Coca-Cola,Walmart,2.19,2 L,2.0,l,2000.0,0.1095,,raw_prices_202111.csv
2021-11-01,UltraProcessed,Sugary Cereal,Kellogg's Froot Loops Cereal,Kellogg's,Walmart,4.2,19.4 oz,19.4,oz,549.9802999999999,0.7636637166822159,,raw_prices_202111.csv
2021-11-01,UltraProcessed,White Bread,Wonder Classic White Bread,Wonder,Walmart,2.46,20 oz,20.0,oz,566.99,0.4338700858921674,,raw_prices_202111.csv
2021-12-01,Healthy,Apples,Gala Apples Bag,Fresh,Walmart,4.39,3 lb bag,3.0,lb,1360.7759999999998,0.3226100401535595,,raw_prices_202112.csv
2021-12-01,Healthy,Bananas,Fresh Bananas,Fresh,Walmart,0.6,1 lb,1.0,lb,453.592,0.1322774652110266,,raw_prices_202112.csv
2021-12-01,Healthy,Broccoli,Fresh Broccoli Crowns,Fresh,Walmart,1.78,1 lb,1.0,lb,453.592,0.3924231467927124,,raw_prices_202112.csv
2021-12-01,Healthy,Brown Rice,Great Value Long Grain Brown Rice,Great Value,Walmart,1.83,2 lb,2.0,lb,907.184,0.2017231344468156,,raw_prices_202112.csv
2021-12-01,Healthy,Carrots,Fresh Whole Carrots,Fresh,Walmart,1.26,2 lb bag,2.0,lb,907.184,0.138891338471578,,raw_prices_202112.csv
2021-12-01,Healthy,Chickpeas (Dry),Great Value Garbanzo Beans,Great Value,Walmart,1.38,1 lb,1.0,lb,453.592,0.3042381699853613,,raw_prices_202112.csv
2021-12-01,Healthy,Greek Yogurt,Great Value Nonfat Plain Greek Yogurt,Great Value,Walmart,4.2,32 oz,32.0,oz,907.184,0.4629711282385933,,raw_prices_202112.csv
2021-12-01,Healthy,Lentils (Dry),Great Value Brown Lentils,Great Value,Walmart,1.37,1 lb,1.0,lb,453.592,0.3020335455651775,,raw_prices_202112.csv
2021-12-01,Healthy,Oats,Great Value Old Fashioned Oats,Great Value,Walmart,3.23,42 oz,42.0,oz,1190.679,0.2712737857978515,,raw_prices_202112.csv
2021-12-01,Healthy,Olive Oil,Great Value Extra Virgin Olive Oil,Great Value,Walmart,5.75,16.9 oz,16.9,oz,479.10655,1.200150571934364,,raw_prices_202112.csv
2021-12-01,Healthy,Peanut Butter,Great Value Creamy Peanut Butter,Great Value,Walmart,1.65,16 oz,16.0,oz,453.592,0.3637630293303233,,raw_prices_202112.csv
2021-12-01,Healthy,Quinoa,Great Value Organic White Quinoa,Great Value,Walmart,4.85,12 oz,12.0,oz,340.194,1.425657125052176,,raw_prices_202112.csv
2021-12-01,Healthy,Spinach,Fresh Spinach Bag,Fresh,Walmart,2.21,10 oz bag,10.0,oz,283.495,0.7795551949769837,,raw_prices_202112.csv
2021-12-01,Healthy,Tofu,Nasoya Extra Firm Tofu,Nasoya,Walmart,2.39,14 oz,14.0,oz,396.893,0.6021774130559119,,raw_prices_202112.csv
2021-12-01,Healthy,Whole Wheat,Great Value 100% Whole Wheat Bread,Great Value,Walmart,2.43,20 oz,20.0,oz,566.99,0.4285789872837263,,raw_prices_202112.csv
2021-12-01,Neutral,Bananas,Fresh Bananas,Fresh,Walmart,0.6,1 lb,1.0,lb,453.592,0.1322774652110266,,raw_prices_202112.csv
2021-12-01,Neutral,Butter,Great Value Salted Butter Sticks,Great Value,Walmart,3.92,16 oz,16.0,oz,453.592,0.8642127727120409,,raw_prices_202112.csv
2021-12-01,Neutral,Canned Beans,Bush's Best Black Beans,Bush's Best,Walmart,1.46,15.5 oz can,15.5,oz,439.41725,0.3322582351967293,,raw_prices_202112.csv
2021-12-01,Neutral,Canned Corn,Del Monte Whole Kernel Corn,Del Monte,Walmart,1.25,15.25 oz can,15.25,oz,432.329875,0.2891310714995118,,raw_prices_202112.csv
2021-12-01,Neutral,Eggs,Great Value Large White Eggs,Great Value,Walmart,2.17,12 count,12.0,count,,,0.1808333333333333,raw_prices_202112.csv
2021-12-01,Neutral,Flour,Great Value All Purpose Flour,Great Value,Walmart,2.23,5 lb,5.0,lb,2267.96,0.0983262491401964,,raw_prices_202112.csv
2021-12-01,Neutral,Milk,Great Value 2% Reduced Fat Milk,Great Value,Walmart,3.07,1 gal,1.0,gal,,,,raw_prices_202112.csv
2021-12-01,Neutral,Onions,Yellow Onions Bag,Fresh,Walmart,2.88,3 lb bag,3.0,lb,1360.7759999999998,0.2116439443376426,,raw_prices_202112.csv
2021-12-01,Neutral,Pasta,Barilla Spaghetti Pasta,Barilla,Walmart,1.49,16 oz,16.0,oz,453.592,0.3284890386073829,,raw_prices_202112.csv
2021-12-01,Neutral,Potatoes,Russet Potatoes Bag,Fresh,Walmart,4.96,5 lb bag,5.0,lb,2267.96,0.2186987424822307,,raw_prices_202112.csv
2021-12-01,Neutral,Snack Crackers,Ritz Original Crackers,Ritz,Walmart,3.6,13.7 oz,13.7,oz,388.38815,0.9269077854203328,,raw_prices_202112.csv
2021-12-01,Neutral,Sugar,Great Value Granulated Sugar,Great Value,Walmart,2.78,4 lb,4.0,lb,1814.368,0.1532213972027725,,raw_prices_202112.csv
2021-12-01,Neutral,Tomato Sauce,Great Value Traditional Pasta Sauce,Great Value,Walmart,1.17,24 oz,24.0,oz,680.3879999999999,0.1719607047743346,,raw_prices_202112.csv
2021-12-01,Neutral,Tortillas,Mission Flour Tortillas,Mission,Walmart,2.83,10 count,10.0,count,,,0.283,raw_prices_202112.csv
2021-12-01,Neutral,White Rice,Great Value Long Grain White Rice,Great Value,Walmart,1.96,2 lb,2.0,lb,907.184,0.2160531931780102,,raw_prices_202112.csv
2021-12-01,UltraProcessed,Candy,Skittles Original Candy Bag,Skittles,Walmart,2.08,9 oz,9.0,oz,255.1455,0.8152211189301791,,raw_prices_202112.csv
2021-12-01,UltraProcessed,Chicken Nuggets,Tyson Fully Cooked Chicken Nuggets,Tyson,Walmart,7.41,32 oz,32.0,oz,907.184,0.8168133476780896,,raw_prices_202112.csv
2021-12-01,UltraProcessed,Chips,Lay's Classic Potato Chips,Lay's,Walmart,3.39,8 oz,8.0,oz,226.796,1.4947353568846011,,raw_prices_202112.csv
2021-12-01,UltraProcessed,Chocolate Cookies,Oreo Original Chocolate Sandwich Cookies,Oreo,Walmart,4.27,14.3 oz,14.3,oz,405.39785,1.0532862964122771,,raw_prices_202112.csv
2021-12-01,UltraProcessed,Energy Drink,Monster Energy Original,Monster,Walmart,2.31,16 fl oz,16.0,fl oz,473.12,0.4882482245519107,,raw_prices_202112.csv
2021-12-01,UltraProcessed,Frozen Pizza,Great Value Pepperoni Frozen Pizza,Great Value,Walmart,3.81,12 in,12.0,in,,,,raw_prices_202112.csv
2021-12-01,UltraProcessed,Hot Dogs,Bar-S Classic Franks,Bar-S,Walmart,1.14,12 oz,12.0,oz,340.194,0.3351029118679342,,raw_prices_202112.csv
