date,basket_type,item_name,item_cost_in_basket,prev_item_cost,cost_change_abs,cost_change_pct
2024-06-01,Healthy,Spinach,2.25,2.26,-0.009999999999999787,-0.44247787610618533
2024-06-01,Healthy,Chickpeas (Dry),1.44,1.45,-0.010000000000000009,-0.6896551724137937
2024-06-01,Healthy,Quinoa,4.93,4.94,-0.010000000000000675,-0.2024291497975845
2024-06-01,Healthy,Whole Wheat,2.48,2.51,-0.029999999999999805,-1.1952191235059684
2024-06-01,Healthy,Lentils (Dry),1.38,1.42,-0.040000000000000036,-2.8169014084507067
2024-06-01,Healthy,Olive Oil,93.28,94.72,-1.4399999999999977,-1.520270270270268
2024-07-01,Healthy,Olive Oil,94.4,93.28,1.1200000000000045,1.2006861063464884
2024-07-01,Healthy,Tofu,34.300000000000004,34.02,0.28000000000000114,0.8230452674897151
2024-07-01,Healthy,Apples,26.700000000000003,26.46,0.240000000000002,0.9070294784580574
2024-07-01,Healthy,Bananas,3.66,3.5999999999999996,0.0600000000000005,1.6666666666666805
2024-07-01,Healthy,Whole Wheat,2.49,2.48,0.010000000000000231,0.40322580645162226
2024-07-01,Healthy,Carrots,2.54,2.54,0.0,0.0
2024-07-01,Healthy,Lentils (Dry),1.38,1.38,0.0,0.0
2024-07-01,Healthy,Chickpeas (Dry),1.43,1.44,-0.010000000000000009,-0.6944444444444451
2024-07-01,Healthy,Oats,3.36,3.37,-0.010000000000000231,-0.29673590504451725
2024-07-01,Healthy,Spinach,2.23,2.25,-0.020000000000000018,-0.8888888888888897
2024-07-01,Healthy,Broccoli,3.58,3.62,-0.040000000000000036,-1.1049723756906087
2024-07-01,Healthy,Brown Rice,3.74,3.8,-0.05999999999999961,-1.5789473684210422
2024-07-01,Healthy,Quinoa,4.85,4.93,-0.08000000000000007,-1.622718052738338
2024-07-01,Healthy,Peanut Butter,26.24,26.72,-0.4800000000000004,-1.7964071856287442
2024-07-01,Healthy,Greek Yogurt,134.08,134.72,-0.6399999999999864,-0.4750593824227927
2024-08-01,Healthy,Greek Yogurt,134.72,134.08,0.6399999999999864,0.47732696897373683
2024-08-01,Healthy,Peanut Butter,26.56,26.24,0.3200000000000003,1.2195121951219523
2024-08-01,Healthy,Tofu,34.44,34.300000000000004,0.13999999999999346,0.4081632653061033
2024-08-01,Healthy,Quinoa,4.94,4.85,0.09000000000000075,1.8556701030927991
2024-08-01,Healthy,Broccoli,3.64,3.58,0.06000000000000005,1.6759776536312863
2024-08-01,Healthy,Brown Rice,3.8,3.74,0.05999999999999961,1.6042780748662995
2024-08-01,Healthy,Carrots,2.58,2.54,0.040000000000000036,1.5748031496063006
2024-08-01,Healthy,Lentils (Dry),1.4,1.38,0.020000000000000018,1.449275362318842
2024-08-01,Healthy,Chickpeas (Dry),1.44,1.43,0.010000000000000009,0.6993006993007
2024-08-01,Healthy,Spinach,2.21,2.23,-0.020000000000000018,-0.896860986547086
2024-08-01,Healthy,Whole Wheat,2.47,2.49,-0.020000000000000018,-0.8032128514056232
2024-08-01,Healthy,Bananas,3.5999999999999996,3.66,-0.0600000000000005,-1.6393442622950956
2024-08-01,Healthy,Oats,3.27,3.36,-0.08999999999999986,-2.6785714285714244
2024-08-01,Healthy,Apples,26.400000000000002,26.700000000000003,-0.3000000000000007,-1.12359550561798
2024-08-01,Healthy,Olive Oil,93.44,94.4,-0.960000000000008,-1.0169491525423813
2024-09-01,Healthy,Olive Oil,95.36,93.44,1.9200000000000017,2.054794520547947
2024-09-01,Healthy,Tofu,34.580000000000005,34.44,0.14000000000000767,0.4065040650406727
2024-09-01,Healthy,Oats,3.37,3.27,0.10000000000000009,3.058103975535171
2024-09-01,Healthy,Bananas,3.66,3.5999999999999996,0.0600000000000005,1.6666666666666805
2024-09-01,Healthy,Whole Wheat,2.52,2.47,0.04999999999999982,2.0242914979757014
2024-09-01,Healthy,Spinach,2.25,2.21,0.040000000000000036,1.8099547511312233
2024-09-01,Healthy,Chickpeas (Dry),1.45,1.44,0.010000000000000009,0.6944444444444451
2024-09-01,Healthy,Lentils (Dry),1.41,1.4,0.010000000000000009,0.714285714285715
2024-09-01,Healthy,Quinoa,4.92,4.94,-0.020000000000000462,-0.40485829959515096
2024-09-01,Healthy,Broccoli,3.58,3.64,-0.06000000000000005,-1.6483516483516498
2024-09-01,Healthy,Carrots,2.52,2.58,-0.06000000000000005,-2.325581395348839
2024-09-01,Healthy,Brown Rice,3.72,3.8,-0.07999999999999963,-2.105263157894727
2024-09-01,Healthy,Apples,26.22,26.400000000000002,-0.18000000000000327,-0.6818181818181941
2024-09-01,Healthy,Greek Yogurt,134.4,134.72,-0.3199999999999932,-0.23752969121139636
2024-09-01,Healthy,Peanut Butter,25.76,26.56,-0.7999999999999972,-3.012048192771074
2024-10-01,Healthy,Peanut Butter,26.88,25.76,1.1199999999999974,4.347826086956511
2024-10-01,Healthy,Apples,26.52,26.22,0.3000000000000007,1.1441647597254032
2024-10-01,Healthy,Carrots,2.58,2.52,0.06000000000000005,2.3809523809523827
2024-10-01,Healthy,Quinoa,4.96,4.92,0.040000000000000036,0.8130081300813016
2024-10-01,Healthy,Spinach,2.29,2.25,0.040000000000000036,1.7777777777777795
2024-10-01,Healthy,Oats,3.4,3.37,0.029999999999999805,0.8902077151335253
2024-10-01,Healthy,Brown Rice,3.74,3.72,0.020000000000000018,0.5376344086021511
2024-10-01,Healthy,Broccoli,3.6,3.58,0.020000000000000018,0.5586592178770954
2024-10-01,Healthy,Lentils (Dry),1.42,1.41,0.010000000000000009,0.7092198581560291
2024-10-01,Healthy,Bananas,3.66,3.66,0.0,0.0
2024-10-01,Healthy,Chickpeas (Dry),1.44,1.45,-0.010000000000000009,-0.6896551724137937
2024-10-01,Healthy,Whole Wheat,2.49,2.52,-0.029999999999999805,-1.1904761904761827
2024-10-01,Healthy,Tofu,33.74,34.580000000000005,-0.8400000000000034,-2.42914979757086
2024-10-01,Healthy,Olive Oil,94.4,95.36,-0.9599999999999937,-1.0067114093959666
2024-10-01,Healthy,Greek Yogurt,133.44,134.4,-0.960000000000008,-0.7142857142857202
2024-11-01,Healthy,Tofu,33.879999999999995,33.74,0.13999999999999346,0.4149377593360802
2024-11-01,Healthy,Brown Rice,3.82,3.74,0.07999999999999963,2.13903743315507
2024-11-01,Healthy,Whole Wheat,2.53,2.49,0.03999999999999959,1.6064257028112285
2024-11-01,Healthy,Broccoli,3.62,3.6,0.020000000000000018,0.555555555555556
2024-11-01,Healthy,Apples,26.52,26.52,0.0,0.0
2024-11-01,Healthy,Greek Yogurt,133.44,133.44,0.0,0.0
2024-11-01,Healthy,Bananas,3.66,3.66,0.0,0.0
2024-11-01,Healthy,Chickpeas (Dry),1.42,1.44,-0.020000000000000018,-1.3888888888888902
2024-11-01,Healthy,Lentils (Dry),1.39,1.42,-0.030000000000000027,-2.1126760563380302
2024-11-01,Healthy,Spinach,2.26,2.29,-0.03000000000000025,-1.3100436681222816
2024-11-01,Healthy,Quinoa,4.9,4.96,-0.05999999999999961,-1.209677419354831
2024-11-01,Healthy,Carrots,2.52,2.58,-0.06000000000000005,-2.325581395348839
2024-11-01,Healthy,Oats,3.31,3.4,-0.08999999999999986,-2.6470588235294077
2024-11-01,Healthy,Peanut Butter,26.72,26.88,-0.16000000000000014,-0.5952380952380958
2024-11-01,Healthy,Olive Oil,92.48,94.4,-1.9200000000000017,-2.0338983050847474
2024-12-01,Healthy,Olive Oil,95.68,92.48,3.200000000000003,3.4602076124567507
2024-12-01,Healthy,Greek Yogurt,134.4,133.44,0.960000000000008,0.7194244604316606
2024-12-01,Healthy,Carrots,2.6,2.52,0.08000000000000007,3.174603174603177
2024-12-01,Healthy,Broccoli,3.68,3.62,0.06000000000000005,1.657458563535913
2024-12-01,Healthy,Chickpeas (Dry),1.45,1.42,0.030000000000000027,2.1126760563380302
2024-12-01,Healthy,Lentils (Dry),1.41,1.39,0.020000000000000018,1.4388489208633108
2024-12-01,Healthy,Brown Rice,3.82,3.82,0.0,0.0
2024-12-01,Healthy,Bananas,3.66,3.66,0.0,0.0
2024-12-01,Healthy,Spinach,2.25,2.26,-0.009999999999999787,-0.44247787610618533
2024-12-01,Healthy,Whole Wheat,2.52,2.53,-0.009999999999999787,-0.3952569169960391
2024-12-01,Healthy,Oats,3.3,3.31,-0.010000000000000231,-0.3021148036253846
2024-12-01,Healthy,Quinoa,4.85,4.9,-0.05000000000000071,-1.0204081632653206
2024-12-01,Healthy,Tofu,33.74,33.879999999999995,-0.13999999999999346,-0.4132231404958485
2024-12-01,Healthy,Apples,26.339999999999996,26.52,-0.18000000000000327,-0.6787330316742205
2024-12-01,Healthy,Peanut Butter,26.4,26.72,-0.3200000000000003,-1.1976047904191627
2025-01-01,Healthy,Tofu,34.580000000000005,33.74,0.8400000000000034,2.4896265560166073
2025-01-01,Healthy,Greek Yogurt,135.04,134.4,0.6399999999999864,0.476190476190466
2025-01-01,Healthy,Quinoa,5.05,4.85,0.20000000000000018,4.12371134020619
2025-01-01,Healthy,Apples,26.52,26.339999999999996,0.18000000000000327,0.6833712984054795
2025-01-01,Healthy,Oats,3.34,3.3,0.040000000000000036,1.2121212121212133
2025-01-01,Healthy,Lentils (Dry),1.42,1.41,0.010000000000000009,0.7092198581560291
2025-01-01,Healthy,Brown Rice,3.82,3.82,0.0,0.0
2025-01-01,Healthy,Peanut Butter,26.4,26.4,0.0,0.0
2025-01-01,Healthy,Spinach,2.25,2.25,0.0,0.0
2025-01-01,Healthy,Bananas,3.66,3.66,0.0,0.0
2025-01-01,Healthy,Chickpeas (Dry),1.44,1.45,-0.010000000000000009,-0.6896551724137937
2025-01-01,Healthy,Whole Wheat,2.5,2.52,-0.020000000000000018,-0.7936507936507943
2025-01-01,Healthy,Broccoli,3.62,3.68,-0.06000000000000005,-1.630434782608697
2025-01-01,Healthy,Carrots,2.5,2.6,-0.10000000000000009,-3.8461538461538494
2025-01-01,Healthy,Olive Oil,94.88,95.68,-0.8000000000000114,-0.8361204013378044
2025-02-01,Healthy,Peanut Butter,27.2,26.4,0.8000000000000007,3.030303030303033
2025-02-01,Healthy,Olive Oil,95.36,94.88,0.480000000000004,0.5059021922428373
2025-02-01,Healthy,Carrots,2.56,2.5,0.06000000000000005,2.400000000000002
2025-02-01,Healthy,Oats,3.38,3.34,0.040000000000000036,1.1976047904191627
2025-02-01,Healthy,Spinach,2.27,2.25,0.020000000000000018,0.8888888888888897
2025-02-01,Healthy,Whole Wheat,2.52,2.5,0.020000000000000018,0.8000000000000007
2025-02-01,Healthy,Broccoli,3.62,3.62,0.0,0.0
2025-02-01,Healthy,Bananas,3.66,3.66,0.0,0.0
2025-02-01,Healthy,Chickpeas (Dry),1.43,1.44,-0.010000000000000009,-0.6944444444444451
2025-02-01,Healthy,Lentils (Dry),1.41,1.42,-0.010000000000000009,-0.7042253521126767
2025-02-01,Healthy,Brown Rice,3.72,3.82,-0.09999999999999964,-2.61780104712041
2025-02-01,Healthy,Quinoa,4.9,5.05,-0.14999999999999947,-2.9702970297029596
2025-02-01,Healthy,Tofu,34.300000000000004,34.580000000000005,-0.28000000000000114,-0.8097165991902865
2025-02-01,Healthy,Apples,26.160000000000004,26.52,-0.3599999999999959,-1.3574660633484008
2025-02-01,Healthy,Greek Yogurt,134.08,135.04,-0.9599999999999795,-0.7109004739336342
2025-03-01,Healthy,Greek Yogurt,135.68,134.08,1.5999999999999943,1.1933174224343632
2025-03-01,Healthy,Tofu,34.72,34.300000000000004,0.4199999999999946,1.2244897959183514
2025-03-01,Healthy,Olive Oil,95.52,95.36,0.1599999999999966,0.1677852348993253
2025-03-01,Healthy,Quinoa,5.01,4.9,0.10999999999999943,2.2448979591836618
2025-03-01,Healthy,Brown Rice,3.8,3.72,0.07999999999999963,2.150537634408592
2025-03-01,Healthy,Bananas,3.7199999999999998,3.66,0.05999999999999961,1.6393442622950714
2025-03-01,Healthy,Lentils (Dry),1.41,1.41,0.0,0.0
2025-03-01,Healthy,Chickpeas (Dry),1.42,1.43,-0.010000000000000009,-0.6993006993007
2025-03-01,Healthy,Broccoli,3.6,3.62,-0.020000000000000018,-0.5524861878453043
2025-03-01,Healthy,Whole Wheat,2.5,2.52,-0.020000000000000018,-0.7936507936507943
2025-03-01,Healthy,Carrots,2.54,2.56,-0.020000000000000018,-0.7812500000000007
2025-03-01,Healthy,Spinach,2.24,2.27,-0.029999999999999805,-1.3215859030836918
2025-03-01,Healthy,Oats,3.3,3.38,-0.08000000000000007,-2.3668639053254457
2025-03-01,Healthy,Apples,25.86,26.160000000000004,-0.30000000000000426,-1.1467889908257043
2025-03-01,Healthy,Peanut Butter,26.72,27.2,-0.4800000000000004,-1.764705882352943
2025-04-01,Healthy,Apples,26.46,25.86,0.6000000000000014,2.3201856148491933
2025-04-01,Healthy,Oats,3.37,3.3,0.07000000000000028,2.12121212121213
2025-04-01,Healthy,Quinoa,5.06,5.01,0.04999999999999982,0.9980039920159646
2025-04-01,Healthy,Broccoli,3.62,3.6,0.020000000000000018,0.555555555555556
2025-04-01,Healthy,Peanut Butter,26.72,26.72,0.0,0.0
2025-04-01,Healthy,Chickpeas (Dry),1.42,1.42,0.0,0.0
2025-04-01,Healthy,Lentils (Dry),1.41,1.41,0.0,0.0
2025-04-01,Healthy,Spinach,2.23,2.24,-0.010000000000000231,-0.4464285714285817
2025-04-01,Healthy,Whole Wheat,2.48,2.5,-0.020000000000000018,-0.8000000000000007
2025-04-01,Healthy,Carrots,2.52,2.54,-0.020000000000000018,-0.7874015748031503
2025-04-01,Healthy,Brown Rice,3.76,3.8,-0.040000000000000036,-1.0526315789473695
2025-04-01,Healthy,Bananas,3.66,3.7199999999999998,-0.05999999999999961,-1.612903225806441
2025-04-01,Healthy,Tofu,34.580000000000005,34.72,-0.13999999999999346,-0.40322580645159406
2025-04-01,Healthy,Greek Yogurt,134.72,135.68,-0.960000000000008,-0.7075471698113266
2025-04-01,Healthy,Olive Oil,92.64,95.52,-2.8799999999999955,-3.0150753768844174
2025-05-01,Healthy,Olive Oil,94.56,92.64,1.9200000000000017,2.072538860103629
2025-05-01,Healthy,Greek Yogurt,136.32,134.72,1.5999999999999943,1.1876484560570029
2025-05-01,Healthy,Carrots,2.58,2.52,0.06000000000000005,2.3809523809523827
2025-05-01,Healthy,Spinach,2.28,2.23,0.04999999999999982,2.242152466367705
2025-05-01,Healthy,Brown Rice,3.8,3.76,0.040000000000000036,1.0638297872340436
2025-05-01,Healthy,Chickpeas (Dry),1.45,1.42,0.030000000000000027,2.1126760563380302
2025-05-01,Healthy,Whole Wheat,2.5,2.48,0.020000000000000018,0.8064516129032264
2025-05-01,Healthy,Broccoli,3.62,3.62,0.0,0.0
2025-05-01,Healthy,Oats,3.37,3.37,0.0,0.0
2025-05-01,Healthy,Tofu,34.580000000000005,34.580000000000005,0.0,0.0
2025-05-01,Healthy,Bananas,3.66,3.66,0.0,0.0
2025-05-01,Healthy,Lentils (Dry),1.41,1.41,0.0,0.0
2025-05-01,Healthy,Quinoa,4.98,5.06,-0.07999999999999918,-1.5810276679841737
2025-05-01,Healthy,Peanut Butter,26.56,26.72,-0.16000000000000014,-0.5988023952095813
2025-05-01,Healthy,Apples,26.099999999999998,26.46,-0.360000000000003,-1.360544217687086
2025-06-01,Healthy,Greek Yogurt,136.96,136.32,0.6400000000000148,0.4694835680751282
2025-06-01,Healthy,Apples,26.46,26.099999999999998,0.360000000000003,1.3793103448275978
2025-06-01,Healthy,Peanut Butter,26.88,26.56,0.3200000000000003,1.204819277108435
2025-06-01,Healthy,Whole Wheat,2.53,2.5,0.029999999999999805,1.1999999999999922
2025-06-01,Healthy,Lentils (Dry),1.42,1.41,0.010000000000000009,0.7092198581560291
2025-06-01,Healthy,Quinoa,4.98,4.98,0.0,0.0
2025-06-01,Healthy,Chickpeas (Dry),1.45,1.45,0.0,0.0
2025-06-01,Healthy,Broccoli,3.6,3.62,-0.020000000000000018,-0.5524861878453043
2025-06-01,Healthy,Spinach,2.23,2.28,-0.04999999999999982,-2.192982456140343
2025-06-01,Healthy,Brown Rice,3.74,3.8,-0.05999999999999961,-1.5789473684210422
2025-06-01,Healthy,Carrots,2.52,2.58,-0.06000000000000005,-2.325581395348839
2025-06-01,Healthy,Bananas,3.5999999999999996,3.66,-0.0600000000000005,-1.6393442622950956
2025-06-01,Healthy,Oats,3.29,3.37,-0.08000000000000007,-2.373887240356085
2025-06-01,Healthy,Olive Oil,93.92,94.56,-0.6400000000000006,-0.6768189509306266
2025-06-01,Healthy,Tofu,33.46,34.580000000000005,-1.1200000000000045,-3.238866396761146
2025-07-01,Healthy,Tofu,33.879999999999995,33.46,0.4199999999999946,1.2552301255229965
2025-07-01,Healthy,Broccoli,3.7,3.6,0.10000000000000009,2.77777777777778
2025-07-01,Healthy,Carrots,2.56,2.52,0.040000000000000036,1.5873015873015885
2025-07-01,Healthy,Brown Rice,3.78,3.74,0.03999999999999959,1.069518716577529
2025-07-01,Healthy,Spinach,2.25,2.23,0.020000000000000018,0.896860986547086
2025-07-01,Healthy,Oats,3.29,3.29,0.0,0.0
2025-07-01,Healthy,Bananas,3.5999999999999996,3.5999999999999996,0.0,0.0
2025-07-01,Healthy,Lentils (Dry),1.41,1.42,-0.010000000000000009,-0.7042253521126767
2025-07-01,Healthy,Chickpeas (Dry),1.43,1.45,-0.020000000000000018,-1.3793103448275874
2025-07-01,Healthy,Quinoa,4.96,4.98,-0.020000000000000462,-0.4016064257028205
2025-07-01,Healthy,Whole Wheat,2.5,2.53,-0.029999999999999805,-1.1857707509881346
2025-07-01,Healthy,Olive Oil,93.76,93.92,-0.1599999999999966,-0.1703577512776795
2025-07-01,Healthy,Peanut Butter,26.72,26.88,-0.16000000000000014,-0.5952380952380958
2025-07-01,Healthy,Apples,26.160000000000004,26.46,-0.29999999999999716,-1.1337868480725515
2025-07-01,Healthy,Greek Yogurt,136.64,136.96,-0.3200000000000216,-0.23364485981309988
2025-08-01,Healthy,Tofu,34.580000000000005,33.879999999999995,0.70000000000001,2.0661157024793684
2025-08-01,Healthy,Oats,3.38,3.29,0.08999999999999986,2.7355623100303905
2025-08-01,Healthy,Bananas,3.66,3.5999999999999996,0.0600000000000005,1.6666666666666805
2025-08-01,Healthy,Brown Rice,3.82,3.78,0.040000000000000036,1.0582010582010593
2025-08-01,Healthy,Chickpeas (Dry),1.43,1.43,0.0,0.0
2025-08-01,Healthy,Lentils (Dry),1.41,1.41,0.0,0.0
2025-08-01,Healthy,Spinach,2.24,2.25,-0.009999999999999787,-0.444444444444435
2025-08-01,Healthy,Quinoa,4.94,4.96,-0.019999999999999574,-0.40322580645160433
2025-08-01,Healthy,Whole Wheat,2.48,2.5,-0.020000000000000018,-0.8000000000000007
2025-08-01,Healthy,Carrots,2.54,2.56,-0.020000000000000018,-0.7812500000000007
2025-08-01,Healthy,Broccoli,3.6,3.7,-0.10000000000000009,-2.702702702702705
2025-08-01,Healthy,Olive Oil,93.6,93.76,-0.1600000000000108,-0.17064846416383403
2025-08-01,Healthy,Peanut Butter,26.4,26.72,-0.3200000000000003,-1.1976047904191627
2025-08-01,Healthy,Apples,25.799999999999997,26.160000000000004,-0.36000000000000654,-1.3761467889908503
2025-08-01,Healthy,Greek Yogurt,133.44,136.64,-3.1999999999999886,-2.341920374707252
2025-09-01,Healthy,Greek Yogurt,135.68,133.44,2.240000000000009,1.6786570743405345
2025-09-01,Healthy,Apples,26.400000000000002,25.799999999999997,0.600000000000005,2.3255813953488564
2025-09-01,Healthy,Olive Oil,93.76,93.6,0.1600000000000108,0.1709401709401825
2025-09-01,Healthy,Quinoa,5.0,4.94,0.05999999999999961,1.214574898785417
2025-09-01,Healthy,Spinach,2.29,2.24,0.04999999999999982,2.2321428571428488
2025-09-01,Healthy,Peanut Butter,26.4,26.4,0.0,0.0
2025-09-01,Healthy,Chickpeas (Dry),1.43,1.43,0.0,0.0
2025-09-01,Healthy,Broccoli,3.6,3.6,0.0,0.0
2025-09-01,Healthy,Carrots,2.54,2.54,0.0,0.0
2025-09-01,Healthy,Brown Rice,3.8,3.82,-0.020000000000000018,-0.5235602094240842
2025-09-01,Healthy,Lentils (Dry),1.39,1.41,-0.020000000000000018,-1.4184397163120581
2025-09-01,Healthy,Oats,3.35,3.38,-0.029999999999999805,-0.8875739644970357
2025-09-01,Healthy,Whole Wheat,2.44,2.48,-0.040000000000000036,-1.6129032258064528
2025-09-01,Healthy,Bananas,3.5999999999999996,3.66,-0.0600000000000005,-1.6393442622950956
2025-09-01,Healthy,Tofu,34.02,34.580000000000005,-0.5600000000000023,-1.619433198380573
2025-10-01,Healthy,Olive Oil,94.24,93.76,0.47999999999998977,0.5119453924914567
2025-10-01,Healthy,Peanut Butter,26.72,26.4,0.3200000000000003,1.2121212121212133
2025-10-01,Healthy,Tofu,34.16,34.02,0.13999999999999346,0.4115226337448368
2025-10-01,Healthy,Apples,26.52,26.400000000000002,0.11999999999999744,0.4545454545454448
2025-10-01,Healthy,Broccoli,3.7,3.6,0.10000000000000009,2.77777777777778
2025-10-01,Healthy,Bananas,3.66,3.5999999999999996,0.0600000000000005,1.6666666666666805
2025-10-01,Healthy,Whole Wheat,2.5,2.44,0.06000000000000005,2.4590163934426252
2025-10-01,Healthy,Carrots,2.6,2.54,0.06000000000000005,2.362204724409451
2025-10-01,Healthy,Lentils (Dry),1.42,1.39,0.030000000000000027,2.158273381294966
2025-10-01,Healthy,Chickpeas (Dry),1.43,1.43,0.0,0.0
2025-10-01,Healthy,Oats,3.34,3.35,-0.010000000000000231,-0.2985074626865741
2025-10-01,Healthy,Brown Rice,3.78,3.8,-0.020000000000000018,-0.5263157894736847
2025-10-01,Healthy,Spinach,2.21,2.29,-0.08000000000000007,-3.493449781659392
2025-10-01,Healthy,Quinoa,4.91,5.0,-0.08999999999999986,-1.7999999999999972
2025-10-01,Healthy,Greek Yogurt,135.04,135.68,-0.6400000000000148,-0.47169811320755806
2025-11-01,Healthy,Tofu,34.300000000000004,34.16,0.14000000000000767,0.409836065573793
2025-11-01,Healthy,Apples,26.64,26.52,0.120000000000001,0.4524886877828092
2025-11-01,Healthy,Spinach,2.26,2.21,0.04999999999999982,2.262443438914019
2025-11-01,Healthy,Oats,3.37,3.34,0.03000000000000025,0.8982035928143787
2025-11-01,Healthy,Peanut Butter,26.72,26.72,0.0,0.0
2025-11-01,Healthy,Bananas,3.66,3.66,0.0,0.0
2025-11-01,Healthy,Whole Wheat,2.49,2.5,-0.009999999999999787,-0.39999999999999153
2025-11-01,Healthy,Chickpeas (Dry),1.42,1.43,-0.010000000000000009,-0.6993006993007
2025-11-01,Healthy,Carrots,2.58,2.6,-0.020000000000000018,-0.7692307692307698
2025-11-01,Healthy,Lentils (Dry),1.39,1.42,-0.030000000000000027,-2.1126760563380302
2025-11-01,Healthy,Quinoa,4.88,4.91,-0.03000000000000025,-0.6109979633401272
2025-11-01,Healthy,Brown Rice,3.74,3.78,-0.03999999999999959,-1.0582010582010475
2025-11-01,Healthy,Broccoli,3.6,3.7,-0.10000000000000009,-2.702702702702705
2025-11-01,Healthy,Greek Yogurt,133.76,135.04,-1.2800000000000011,-0.9478672985782
2025-11-01,Healthy,Olive Oil,92.8,94.24,-1.4399999999999977,-1.5280135823429517
2025-12-01,Healthy,Olive Oil,94.24,92.8,1.4399999999999977,1.551724137931032
2025-12-01,Healthy,Greek Yogurt,134.4,133.76,0.6400000000000148,0.4784688995215422
2025-12-01,Healthy,Quinoa,5.07,4.88,0.1900000000000004,3.8934426229508277
2025-12-01,Healthy,Peanut Butter,26.88,26.72,0.16000000000000014,0.5988023952095813
2025-12-01,Healthy,Brown Rice,3.82,3.74,0.07999999999999963,2.13903743315507
2025-12-01,Healthy,Apples,26.700000000000003,26.64,0.060000000000002274,0.22522522522523378
2025-12-01,Healthy,Chickpeas (Dry),1.46,1.42,0.040000000000000036,2.8169014084507067
2025-12-01,Healthy,Broccoli,3.64,3.6,0.040000000000000036,1.111111111111112
2025-12-01,Healthy,Whole Wheat,2.52,2.49,0.029999999999999805,1.2048192771084258
2025-12-01,Healthy,Spinach,2.28,2.26,0.020000000000000018,0.8849557522123902
2025-12-01,Healthy,Lentils (Dry),1.4,1.39,0.010000000000000009,0.7194244604316554
2025-12-01,Healthy,Bananas,3.66,3.66,0.0,0.0
2025-12-01,Healthy,Carrots,2.54,2.58,-0.040000000000000036,-1.5503875968992262
2025-12-01,Healthy,Oats,3.29,3.37,-0.08000000000000007,-2.373887240356085
2025-12-01,Healthy,Tofu,33.879999999999995,34.300000000000004,-0.4200000000000088,-1.224489795918393
2020-02-01,Neutral,Eggs,25.799999999999997,25.56,0.23999999999999844,0.9389671361502286
2020-02-01,Neutral,Potatoes,24.3,24.1,0.1999999999999993,0.8298755186721962
2020-02-01,Neutral,Sugar,11.2,11.04,0.16000000000000014,1.449275362318842
2020-02-01,Neutral,Flour,11.0,10.85,0.15000000000000036,1.3824884792626762
2020-02-01,Neutral,Bananas,3.7199999999999998,3.5999999999999996,0.1200000000000001,3.3333333333333366
2020-02-01,Neutral,Onions,8.73,8.64,0.08999999999999986,1.041666666666665
2020-02-01,Neutral,White Rice,3.98,3.92,0.06000000000000005,1.5306122448979604
2020-02-01,Neutral,Milk,3.12,3.08,0.040000000000000036,1.2987012987012998
2020-02-01,Neutral,Pasta,1.5,1.47,0.030000000000000027,2.040816326530614
2020-02-01,Neutral,Tortillas,2.85,2.85,0.0,0.0
2020-02-01,Neutral,Canned Corn,1.25,1.25,0.0,0.0
2020-02-01,Neutral,Snack Crackers,3.57,3.57,0.0,0.0
2020-02-01,Neutral,Tomato Sauce,1.14,1.15,-0.010000000000000009,-0.8695652173913052
2020-02-01,Neutral,Canned Beans,1.44,1.48,-0.040000000000000036,-2.7027027027027053
2020-02-01,Neutral,Butter,30.4,30.72,-0.3200000000000003,-1.0416666666666676
2020-03-01,Neutral,Butter,31.2,30.4,0.8000000000000007,2.631578947368424
2020-03-01,Neutral,Potatoes,24.700000000000003,24.3,0.40000000000000213,1.6460905349794326
2020-03-01,Neutral,Tortillas,2.87,2.85,0.020000000000000018,0.7017543859649129
2020-03-01,Neutral,Tomato Sauce,1.16,1.14,0.020000000000000018,1.7543859649122824
2020-03-01,Neutral,Canned Beans,1.46,1.44,0.020000000000000018,1.3888888888888902
2020-03-01,Neutral,Eggs,25.799999999999997,25.799999999999997,0.0,0.0
2020-03-01,Neutral,Snack Crackers,3.56,3.57,-0.009999999999999787,-0.28011204481792124
2020-03-01,Neutral,Canned Corn,1.24,1.25,-0.010000000000000009,-0.8000000000000007
2020-03-01,Neutral,Sugar,11.16,11.2,-0.03999999999999915,-0.35714285714284955
2020-03-01,Neutral,Pasta,1.45,1.5,-0.050000000000000044,-3.333333333333336
2020-03-01,Neutral,Bananas,3.66,3.7199999999999998,-0.05999999999999961,-1.612903225806441
2020-03-01,Neutral,Milk,3.04,3.12,-0.08000000000000007,-2.5641025641025665
2020-03-01,Neutral,Flour,10.9,11.0,-0.09999999999999964,-0.909090909090906
2020-03-01,Neutral,White Rice,3.88,3.98,-0.10000000000000009,-2.5125628140703538
2020-03-01,Neutral,Onions,8.49,8.73,-0.2400000000000002,-2.7491408934707926
2020-04-01,Neutral,Eggs,26.160000000000004,25.799999999999997,0.36000000000000654,1.395348837209328
2020-04-01,Neutral,Butter,31.44,31.2,0.240000000000002,0.7692307692307756
2020-04-01,Neutral,Onions,8.58,8.49,0.08999999999999986,1.0600706713780903
2020-04-01,Neutral,White Rice,3.96,3.88,0.08000000000000007,2.061855670103095
2020-04-01,Neutral,Milk,3.11,3.04,0.06999999999999984,2.3026315789473633
2020-04-01,Neutral,Bananas,3.7199999999999998,3.66,0.05999999999999961,1.6393442622950714
2020-04-01,Neutral,Pasta,1.49,1.45,0.040000000000000036,2.758620689655175
