date,basket_type,item_name,scraped_name,brand,store,price,unit_size,price_per_100g,calories_per_100g,protein_per_100g,fiber_per_100g,sugar_per_100g,saturated_fat_per_100g,nutrient_density_score,cost_per_100_calories,cost_per_gram_protein
2020-12-01,Neutral,Pasta,Barilla Spaghetti Pasta,Barilla,Walmart,1.48,16 oz,0.326284414187199,131.0,5.0,1.8,0.6,0.2,1.9883040935672514,0.24907207189862518,0.0652568828374398
2020-12-01,Neutral,Potatoes,Russet Potatoes Bag,Fresh,Walmart,4.84,5 lb bag,0.2134076438737896,92.0,2.1,2.1,1.53,0.04,1.2316715542521994,0.23196483029759737,0.10162268755894742
2020-12-01,Neutral,Snack Crackers,Ritz Original Crackers,Ritz,Walmart,3.56,13.7 oz,0.9166088100267736,433.0,6.67,3.3,6.67,10.0,0.3936044216344255,0.21168794688840037,0.13742261019891658
2020-12-01,Neutral,Sugar,Great Value Granulated Sugar,Great Value,Walmart,2.78,4 lb,0.1532213972027725,375.0,0.0,,100.0,0.0,,0.040859039254072665,
2020-12-01,Neutral,Tomato Sauce,Great Value Traditional Pasta Sauce,Great Value,Walmart,1.15,24 oz,0.1690212055474229,24.0,1.2,1.5,3.56,0.041,0.6616025483950013,0.704255023114262,0.1408510046228524
2020-12-01,Neutral,Tortillas,Mission Flour Tortillas,Mission,Walmart,2.82,10 count,,294.0,5.88,5.9,0.0,1.47,1.6027210884353744,,
2020-12-01,Neutral,White Rice,Great Value Long Grain White Rice,Great Value,Walmart,1.96,2 lb,0.2160531931780102,96.0,2.01,1.0,0.05,0.039,1.4982578397212543,0.2250554095604273,0.10748915083483096
2020-12-01,UltraProcessed,Candy,Skittles Original Candy Bag,Skittles,Walmart,2.06,9 oz,0.8073824543250813,535.0,7.65,3.4,51.5,18.509,0.1369116207610056,0.15091260828506192,0.10554019010785376
2020-12-01,UltraProcessed,Chicken Nuggets,Tyson Fully Cooked Chicken Nuggets,Tyson,Walmart,7.57,32 oz,0.8344503430395599,307.0,15.92,0.9,0.08,3.566,1.7187819333742078,0.2718079293288469,0.052415222552736174
2020-12-01,UltraProcessed,Chips,Lay's Classic Potato Chips,Lay's,Walmart,3.5,8 oz,1.5432370941286444,536.0,7.0,4.8,0.4,13.0,0.4892205638474295,0.2879173683075829,0.22046244201837778
2020-12-01,UltraProcessed,Chocolate Cookies,Oreo Original Chocolate Sandwich Cookies,Oreo,Walmart,4.24,14.3 oz,1.045886158498374,483.0,3.45,3.4,41.4,5.17,0.12182109194380222,0.21653957732885593,0.3031554082603983
2020-12-01,UltraProcessed,Energy Drink,Monster Energy Original,Monster,Walmart,2.32,16 fl oz,0.4903618532296245,43.0,0.46,0.0,10.22,0.0,0.04151624548736462,1.140376402859592,1.0660040287600532
2020-12-01,UltraProcessed,Frozen Pizza,Great Value Pepperoni Frozen Pizza,Great Value,Walmart,3.83,12 in,,250.0,11.0,2.0,3.0,4.5,1.04,,
2020-12-01,UltraProcessed,Hot Dogs,Bar-S Classic Franks,Bar-S,Walmart,1.15,12 oz,0.3380424110948459,322.0,11.7,0.0,1.27,11.6,0.6059036768513724,0.10498211524684654,0.02889251376879025
2020-12-01,UltraProcessed,Ice Cream,Great Value Vanilla Ice Cream,Great Value,Walmart,3.24,48 oz,0.238099437379848,207.0,3.5,0.7,21.22,6.79,0.13063763608087092,0.11502388279219712,0.06802841067995657
2020-12-01,UltraProcessed,Instant Noodles,Maruchan Chicken Ramen Noodle Soup,Maruchan,Walmart,2.77,12 pack,,66.0,1.53,0.4,0.3,1.218,0.6800563777307964,,
2020-12-01,UltraProcessed,Mac and Cheese,Kraft Macaroni and Cheese Dinner,Kraft,Walmart,4.34,5 pack,,164.0,6.68,1.2,1.57,1.64,1.214175654853621,,
2020-12-01,UltraProcessed,Microwave Popcorn,Orville Redenbacher's Movie Theater Popcorn,Orville Redenbacher's,Walmart,4.03,6 pack,,504.0,9.35,10.5,2.2,4.595,1.1762962962962964,,
2020-12-01,UltraProcessed,Processed Cheese Slice,Kraft Singles American Cheese Slices,Kraft,Walmart,4.52,16 slices,,,,,,,,,
2020-12-01,UltraProcessed,Soda,Coca-Cola Original Soda,Coca-Cola,Walmart,2.22,2 L,0.111,41.0,0.0,0.0,10.6,0.0,0.0,0.2707317073170732,
2020-12-01,UltraProcessed,Sugary Cereal,Kellogg's Froot Loops Cereal,Kellogg's,Walmart,4.19,19.4 oz,0.7618454697377344,379.0,7.74,6.6,25.36,0.694,0.42635428435511685,0.20101463581470563,0.09842964725293725
2020-12-01,UltraProcessed,White Bread,Wonder Classic White Bread,Wonder,Walmart,2.48,20 oz,0.4373974849644614,220.0,7.32,2.4,0.0,0.0,2.209090909090909,0.19881703862020972,0.05975375477656576
2021-01-01,Healthy,Apples,Gala Apples Bag,Fresh,Walmart,4.3,3 lb bag,0.3159961668930081,,0.148,2.08,13.3,,,,2.135109235763568
2021-01-01,Healthy,Bananas,Fresh Bananas,Fresh,Walmart,0.6,1 lb,0.1322774652110266,97.0,0.74,1.7,15.8,0.112,0.13667936365673314,0.1363685208361099,0.17875333136625216
2021-01-01,Healthy,Broccoli,Fresh Broccoli Crowns,Fresh,Walmart,1.79,1 lb,0.3946277712128962,34.0,2.8,2.6,1.7,0.1,2.17741935483871,1.1606699153320477,0.1409384897188915
2021-01-01,Healthy,Brown Rice,Great Value Long Grain Brown Rice,Great Value,Walmart,1.87,2 lb,0.2061323832871832,124.0,2.45,1.0,0.22,0.2,1.1896551724137931,0.16623579297353483,0.08413566664782987
2021-01-01,Healthy,Carrots,Fresh Whole Carrots,Fresh,Walmart,1.26,2 lb bag,0.138891338471578,41.0,0.9,2.8,4.7,0.0,0.6702898550724636,0.33875936212580005,0.15432370941286444
2021-01-01,Healthy,Chickpeas (Dry),Great Value Garbanzo Beans,Great Value,Walmart,1.41,1 lb,0.3108520432459126,211.0,8.23,7.1,4.46,1.12,1.5642857142857143,0.14732324324450835,0.037770600637413436
2021-01-01,Healthy,Greek Yogurt,Great Value Nonfat Plain Greek Yogurt,Great Value,Walmart,4.13,32 oz,0.4552549427679501,59.0,10.3,0.0,3.27,0.108,2.25976305397104,0.7716185470643222,0.044199509006597096
2021-01-01,Healthy,Lentils (Dry),Great Value Brown Lentils,Great Value,Walmart,1.39,1 lb,0.306442794405545,,,,,,,,
2021-01-01,Healthy,Oats,Great Value Old Fashioned Oats,Great Value,Walmart,3.26,42 oz,0.2737933565637758,371.0,13.7,9.4,1.42,1.11,2.3216080402010055,0.07379874839993956,0.019984916537501885
2021-01-01,Healthy,Olive Oil,Great Value Extra Virgin Olive Oil,Great Value,Walmart,5.71,16.9 oz,1.191801698390473,900.0,0.0,0.0,0.0,15.52,0.0,0.13242241093227478,
2021-01-01,Healthy,Peanut Butter,Great Value Creamy Peanut Butter,Great Value,Walmart,1.64,16 oz,0.3615584049101395,520.0,25.9,5.2,9.28,5.76,1.2224842767295598,0.06953046248271913,0.01395978397336446
2021-01-01,Healthy,Quinoa,Great Value Organic White Quinoa,Great Value,Walmart,4.92,12 oz,1.4462336196405583,120.0,4.4,2.8,0.87,0.231,2.0565552699228795,1.2051946830337987,0.32868945900921775
2021-01-01,Healthy,Spinach,Fresh Spinach Bag,Fresh,Walmart,2.19,10 oz bag,0.7725003968323956,27.0,2.85,1.6,0.42,0.063,4.349951124144672,2.8611125808607243,0.2710527708183844
2021-01-01,Healthy,Tofu,Nasoya Extra Firm Tofu,Nasoya,Walmart,2.42,14 oz,0.6097361253536848,89.0,8.86,1.3,0.0,0.0,5.707865168539326,0.68509677006032,0.0688189757735536
2021-01-01,Healthy,Whole Wheat,Great Value 100% Whole Wheat Bread,Great Value,Walmart,2.46,20 oz,0.4338700858921674,247.0,13.0,7.0,6.0,1.0,1.675041876046901,0.17565590521950097,0.03337462199170518
2021-01-01,Neutral,Bananas,Fresh Bananas,Fresh,Walmart,0.61,1 lb,0.1344820896312104,97.0,0.74,1.7,15.8,0.112,0.13667936365673314,0.13864132951671174,0.1817325535556897
2021-01-01,Neutral,Butter,Great Value Salted Butter Sticks,Great Value,Walmart,3.92,16 oz,0.8642127727120409,717.0,0.85,0.0,0.06,51.4,0.012917933130699088,0.12053176746332508,1.0167209090729894
2021-01-01,Neutral,Canned Beans,Bush's Best Black Beans,Bush's Best,Walmart,1.45,15.5 oz can,0.3299824938597654,91.0,4.83,6.8,2.49,0.34,2.5010752688172038,0.3626181251206213,0.06831935690678373
2021-01-01,Neutral,Canned Corn,Del Monte Whole Kernel Corn,Del Monte,Walmart,1.23,15.25 oz can,0.2845049743555196,91.0,2.22,1.9,4.31,0.627,0.6097380494302206,0.31264282896210943,0.12815539385383765
2021-01-01,Neutral,Eggs,Great Value Large White Eggs,Great Value,Walmart,2.16,12 count,,143.0,12.4,0.0,0.2,3.2,1.9808306709265178,,
2021-01-01,Neutral,Flour,Great Value All Purpose Flour,Great Value,Walmart,2.19,5 lb,0.0965625496040494,364.0,10.3,2.7,0.27,0.155,1.6872160934458145,0.02652817296814544,0.009375004815927125
2021-01-01,Neutral,Milk,Great Value 2% Reduced Fat Milk,Great Value,Walmart,3.11,1 gal,,50.0,3.4,0.0,5.0,1.3,0.4657534246575342,,
2021-01-01,Neutral,Onions,Yellow Onions Bag,Fresh,Walmart,2.84,3 lb bag,0.2087044451107309,38.0,0.86,1.7,5.8,0.042,0.38776128445925484,0.5492222239756076,0.2426795873380592
2021-01-01,Neutral,Pasta,Barilla Spaghetti Pasta,Barilla,Walmart,1.5,16 oz,0.3306936630275666,131.0,5.0,1.8,0.6,0.2,1.9883040935672514,0.2524379107080661,0.06613873260551331
2021-01-01,Neutral,Potatoes,Russet Potatoes Bag,Fresh,Walmart,4.81,5 lb bag,0.2120848692216793,92.0,2.1,2.1,1.53,0.04,1.2316715542521994,0.23052703176269487,0.10099279486746633
2021-01-01,Neutral,Snack Crackers,Ritz Original Crackers,Ritz,Walmart,3.53,13.7 oz,0.9088845784816042,433.0,6.67,3.3,6.67,10.0,0.3936044216344255,0.2099040596955206,0.13626455449499314
2021-01-01,Neutral,Sugar,Great Value Granulated Sugar,Great Value,Walmart,2.76,4 lb,0.1521190849926806,375.0,0.0,,100.0,0.0,,0.04056508933138149,
2021-01-01,Neutral,Tomato Sauce,Great Value Traditional Pasta Sauce,Great Value,Walmart,1.15,24 oz,0.1690212055474229,24.0,1.2,1.5,3.56,0.041,0.6616025483950013,0.704255023114262,0.1408510046228524
2021-01-01,Neutral,Tortillas,Mission Flour Tortillas,Mission,Walmart,2.82,10 count,,294.0,5.88,5.9,0.0,1.47,1.6027210884353744,,
2021-01-01,Neutral,White Rice,Great Value Long Grain White Rice,Great Value,Walmart,1.94,2 lb,0.2138485687578264,96.0,2.01,1.0,0.05,0.039,1.4982578397212543,0.2227589257894025,0.10639232276508777
2021-01-01,UltraProcessed,Candy,Skittles Original Candy Bag,Skittles,Walmart,2.09,9 oz,0.8191404512327279,535.0,7.65,3.4,51.5,18.509,0.1369116207610056,0.15311036471639775,0.10707718316767685
2021-01-01,UltraProcessed,Chicken Nuggets,Tyson Fully Cooked Chicken Nuggets,Tyson,Walmart,7.44,32 oz,0.8201202843083653,307.0,15.92,0.9,0.08,3.566,1.7187819333742078,0.26714015775516786,0.05151509323545008
2021-01-01,UltraProcessed,Chips,Lay's Classic Potato Chips,Lay's,Walmart,3.46,8 oz,1.525600098767174,536.0,7.0,4.8,0.4,13.0,0.4892205638474295,0.28462688409835335,0.21794287125245343
2021-01-01,UltraProcessed,Chocolate Cookies,Oreo Original Chocolate Sandwich Cookies,Oreo,Walmart,4.25,14.3 oz,1.0483528711363417,483.0,3.45,3.4,41.4,5.17,0.12182109194380222,0.21705028387915976,0.30387039743082367
2021-01-01,UltraProcessed,Energy Drink,Monster Energy Original,Monster,Walmart,2.29,16 fl oz,0.4840209671964829,43.0,0.46,0.0,10.22,0.0,0.04151624548736462,1.1256301562708906,1.0522194939053975
2021-01-01,UltraProcessed,Frozen Pizza,Great Value Pepperoni Frozen Pizza,Great Value,Walmart,3.85,12 in,,250.0,11.0,2.0,3.0,4.5,1.04,,
2021-01-01,UltraProcessed,Hot Dogs,Bar-S Classic Franks,Bar-S,Walmart,1.15,12 oz,0.3380424110948459,322.0,11.7,0.0,1.27,11.6,0.6059036768513724,0.10498211524684654,0.02889251376879025
2021-01-01,UltraProcessed,Ice Cream,Great Value Vanilla Ice Cream,Great Value,Walmart,3.17,48 oz,0.2329553137327525,207.0,3.5,0.7,21.22,6.79,0.13063763608087092,0.11253879890471136,0.06655866106650071
2021-01-01,UltraProcessed,Instant Noodles,Maruchan Chicken Ramen Noodle Soup,Maruchan,Walmart,2.78,12 pack,,66.0,1.53,0.4,0.3,1.218,0.6800563777307964,,
2021-01-01,UltraProcessed,Mac and Cheese,Kraft Macaroni and Cheese Dinner,Kraft,Walmart,4.4,5 pack,,164.0,6.68,1.2,1.57,1.64,1.214175654853621,,
2021-01-01,UltraProcessed,Microwave Popcorn,Orville Redenbacher's Movie Theater Popcorn,Orville Redenbacher's,Walmart,3.96,6 pack,,504.0,9.35,10.5,2.2,4.595,1.1762962962962964,,
2021-01-01,UltraProcessed,Processed Cheese Slice,Kraft Singles American Cheese Slices,Kraft,Walmart,4.5,16 slices,,,,,,,,,
2021-01-01,UltraProcessed,Soda,Coca-Cola Original Soda,Coca-Cola,Walmart,2.22,2 L,0.111,41.0,0.0,0.0,10.6,0.0,0.0,0.2707317073170732,
2021-01-01,UltraProcessed,Sugary Cereal,Kellogg's Froot Loops Cereal,Kellogg's,Walmart,4.2,19.4 oz,0.7636637166822159,379.0,7.74,6.6,25.36,0.694,0.42635428435511685,0.20149438434886963,0.09866456287883926
2021-01-01,UltraProcessed,White Bread,Wonder Classic White Bread,Wonder,Walmart,2.49,20 oz,0.4391611845006085,220.0,7.32,2.4,0.0,0.0,2.209090909090909,0.19961872022754928,0.0599946973361487
2021-02-01,Healthy,Apples,Gala Apples Bag,Fresh,Walmart,4.34,3 lb bag,0.3189356661199198,,0.148,2.08,13.3,,,,2.1549707170264853
2021-02-01,Healthy,Bananas,Fresh Bananas,Fresh,Walmart,0.6,1 lb,0.1322774652110266,97.0,0.74,1.7,15.8,0.112,0.13667936365673314,0.1363685208361099,0.17875333136625216
2021-02-01,Healthy,Broccoli,Fresh Broccoli Crowns,Fresh,Walmart,1.77,1 lb,0.3902185223725286,34.0,2.8,2.6,1.7,0.1,2.17741935483871,1.1477015363897898,0.1393637579901888
2021-02-01,Healthy,Brown Rice,Great Value Long Grain Brown Rice,Great Value,Walmart,1.86,2 lb,0.2050300710770913,124.0,2.45,1.0,0.22,0.2,1.1896551724137931,0.16534683151378332,0.08368574329677196
2021-02-01,Healthy,Carrots,Fresh Whole Carrots,Fresh,Walmart,1.26,2 lb bag,0.138891338471578,41.0,0.9,2.8,4.7,0.0,0.6702898550724636,0.33875936212580005,0.15432370941286444
2021-02-01,Healthy,Chickpeas (Dry),Great Value Garbanzo Beans,Great Value,Walmart,1.42,1 lb,0.3130566676660963,211.0,8.23,7.1,4.46,1.12,1.5642857142857143,0.14836808894127787,0.038038477237678774
2021-02-01,Healthy,Greek Yogurt,Great Value Nonfat Plain Greek Yogurt,Great Value,Walmart,4.1,32 oz,0.4519480061376743,59.0,10.3,0.0,3.27,0.108,2.25976305397104,0.7660135697248717,0.04387844719783245
2021-02-01,Healthy,Lentils (Dry),Great Value Brown Lentils,Great Value,Walmart,1.36,1 lb,0.2998289211449937,,,,,,,,
2021-02-01,Healthy,Oats,Great Value Old Fashioned Oats,Great Value,Walmart,3.28,42 oz,0.2754730704077253,371.0,13.7,9.4,1.42,1.11,2.3216080402010055,0.0742515014576079,0.020107523387425205
2021-02-01,Healthy,Olive Oil,Great Value Extra Virgin Olive Oil,Great Value,Walmart,5.78,16.9 oz,1.2064122270922826,900.0,0.0,0.0,0.0,15.52,0.0,0.13404580301025362,
2021-02-01,Healthy,Peanut Butter,Great Value Creamy Peanut Butter,Great Value,Walmart,1.64,16 oz,0.3615584049101395,520.0,25.9,5.2,9.28,5.76,1.2224842767295598,0.06953046248271913,0.01395978397336446
2021-02-01,Healthy,Quinoa,Great Value Organic White Quinoa,Great Value,Walmart,4.85,12 oz,1.425657125052176,120.0,4.4,2.8,0.87,0.231,2.0565552699228795,1.1880476042101467,0.3240129829664036
2021-02-01,Healthy,Spinach,Fresh Spinach Bag,Fresh,Walmart,2.21,10 oz bag,0.7795551949769837,27.0,2.85,1.6,0.42,0.063,4.349951124144672,2.887241462877717,0.2735281385884153
2021-02-01,Healthy,Tofu,Nasoya Extra Firm Tofu,Nasoya,Walmart,2.41,14 oz,0.6072165545877606,89.0,8.86,1.3,0.0,0.0,5.707865168539326,0.6822657916716411,0.06853459984060503
2021-02-01,Healthy,Whole Wheat,Great Value 100% Whole Wheat Bread,Great Value,Walmart,2.44,20 oz,0.4303426868198733,247.0,13.0,7.0,6.0,1.0,1.675041876046901,0.1742278084290985,0.03310328360152871
2021-02-01,Neutral,Bananas,Fresh Bananas,Fresh,Walmart,0.61,1 lb,0.1344820896312104,97.0,0.74,1.7,15.8,0.112,0.13667936365673314,0.13864132951671174,0.1817325535556897
2021-02-01,Neutral,Butter,Great Value Salted Butter Sticks,Great Value,Walmart,3.89,16 oz,0.8575988994514896,717.0,0.85,0.0,0.06,51.4,0.012917933130699088,0.1196093304674323,1.008939881707635
2021-02-01,Neutral,Canned Beans,Bush's Best Black Beans,Bush's Best,Walmart,1.48,15.5 oz can,0.3368097178706571,91.0,4.83,6.8,2.49,0.34,2.5010752688172038,0.37012056908863417,0.06973286084278615
2021-02-01,Neutral,Canned Corn,Del Monte Whole Kernel Corn,Del Monte,Walmart,1.25,15.25 oz can,0.2891310714995118,91.0,2.22,1.9,4.31,0.627,0.6097380494302206,0.3177264521972657,0.13023922139617647
2021-02-01,Neutral,Eggs,Great Value Large White Eggs,Great Value,Walmart,2.17,12 count,,143.0,12.4,0.0,0.2,3.2,1.9808306709265178,,
2021-02-01,Neutral,Flour,Great Value All Purpose Flour,Great Value,Walmart,2.14,5 lb,0.0943579251838656,364.0,10.3,2.7,0.27,0.155,1.6872160934458145,0.025922506918644395,0.009160963610084038
2021-02-01,Neutral,Milk,Great Value 2% Reduced Fat Milk,Great Value,Walmart,3.15,1 gal,,50.0,3.4,0.0,5.0,1.3,0.4657534246575342,,
2021-02-01,Neutral,Onions,Yellow Onions Bag,Fresh,Walmart,2.92,3 lb bag,0.2145834435645543,38.0,0.86,1.7,5.8,0.042,0.38776128445925484,0.5646932725383008,0.24951563205180732
2021-02-01,Neutral,Pasta,Barilla Spaghetti Pasta,Barilla,Walmart,1.49,16 oz,0.3284890386073829,131.0,5.0,1.8,0.6,0.2,1.9883040935672514,0.2507549913033457,0.06569780772147657
2021-02-01,Neutral,Potatoes,Russet Potatoes Bag,Fresh,Walmart,4.8,5 lb bag,0.2116439443376426,92.0,2.1,2.1,1.53,0.04,1.2316715542521994,0.23004776558439413,0.10078283063697267
2021-02-01,Neutral,Snack Crackers,Ritz Original Crackers,Ritz,Walmart,3.63,13.7 oz,0.9346320169655022,433.0,6.67,3.3,6.67,10.0,0.3936044216344255,0.21585035033845318,0.14012474017473797
2021-02-01,Neutral,Sugar,Great Value Granulated Sugar,Great Value,Walmart,2.81,4 lb,0.1548748655179103,375.0,0.0,,100.0,0.0,,0.041299964138109414,
2021-02-01,Neutral,Tomato Sauce,Great Value Traditional Pasta Sauce,Great Value,Walmart,1.17,24 oz,0.1719607047743346,24.0,1.2,1.5,3.56,0.041,0.6616025483950013,0.7165029365597275,0.1433005873119455
2021-02-01,Neutral,Tortillas,Mission Flour Tortillas,Mission,Walmart,2.85,10 count,,294.0,5.88,5.9,0.0,1.47,1.6027210884353744,,
2021-02-01,Neutral,White Rice,Great Value Long Grain White Rice,Great Value,Walmart,1.97,2 lb,0.217155505388102,96.0,2.01,1.0,0.05,0.039,1.4982578397212543,0.2262036514459396,0.1080375648697025
2021-02-01,UltraProcessed,Candy,Skittles Original Candy Bag,Skittles,Walmart,2.05,9 oz,0.8034631220225321,535.0,7.65,3.4,51.5,18.509,0.1369116207610056,0.15018002280794993,0.10502785908791269
2021-02-01,UltraProcessed,Chicken Nuggets,Tyson Fully Cooked Chicken Nuggets,Tyson,Walmart,7.34,32 oz,0.8090971622074463,307.0,15.92,0.9,0.08,3.566,1.7187819333742078,0.2635495642369532,0.05082268606830693
2021-02-01,UltraProcessed,Chips,Lay's Classic Potato Chips,Lay's,Walmart,3.45,8 oz,1.5211908499268063,536.0,7.0,4.8,0.4,13.0,0.4892205638474295,0.28380426304604595,0.21731297856097234
2021-02-01,UltraProcessed,Chocolate Cookies,Oreo Original Chocolate Sandwich Cookies,Oreo,Walmart,4.32,14.3 oz,1.065619859602117,483.0,3.45,3.4,41.4,5.17,0.12182109194380222,0.22062522973128715,0.308875321623802
2021-02-01,UltraProcessed,Energy Drink,Monster Energy Original,Monster,Walmart,2.33,16 fl oz,0.4924754819073385,43.0,0.46,0.0,10.22,0.0,0.04151624548736462,1.1452918183891592,1.0705988737116052
2021-02-01,UltraProcessed,Frozen Pizza,Great Value Pepperoni Frozen Pizza,Great Value,Walmart,3.87,12 in,,250.0,11.0,2.0,3.0,4.5,1.04,,
2021-02-01,UltraProcessed,Hot Dogs,Bar-S Classic Franks,Bar-S,Walmart,1.14,12 oz,0.3351029118679342,322.0,11.7,0.0,1.27,11.6,0.6059036768513724,0.10406922728817831,0.028641274518626855
2021-02-01,UltraProcessed,Ice Cream,Great Value Vanilla Ice Cream,Great Value,Walmart,3.21,48 oz,0.2358948129596642,207.0,3.5,0.7,21.22,6.79,0.13063763608087092,0.11395884684041749,0.06739851798847549
2021-02-01,UltraProcessed,Instant Noodles,Maruchan Chicken Ramen Noodle Soup,Maruchan,Walmart,2.8,12 pack,,66.0,1.53,0.4,0.3,1.218,0.6800563777307964,,
2021-02-01,UltraProcessed,Mac and Cheese,Kraft Macaroni and Cheese Dinner,Kraft,Walmart,4.34,5 pack,,164.0,6.68,1.2,1.57,1.64,1.214175654853621,,
2021-02-01,UltraProcessed,Microwave Popcorn,Orville Redenbacher's Movie Theater Popcorn,Orville Redenbacher's,Walmart,4.02,6 pack,,504.0,9.35,10.5,2.2,4.595,1.1762962962962964,,
2021-02-01,UltraProcessed,Processed Cheese Slice,Kraft Singles American Cheese Slices,Kraft,Walmart,4.5,16 slices,,,,,,,,,
2021-02-01,UltraProcessed,Soda,Coca-Cola Original Soda,Coca-Cola,Walmart,2.21,2 L,0.1105,41.0,0.0,0.0,10.6,0.0,0.0,0.26951219512195124,
2021-02-01,UltraProcessed,Sugary Cereal,Kellogg's Froot Loops Cereal,Kellogg's,Walmart,4.14,19.4 oz,0.7527542350153269,379.0,7.74,6.6,25.36,0.694,0.42635428435511685,0.19861589314388572,0.09725506912342724
2021-02-01,UltraProcessed,White Bread,Wonder Classic White Bread,Wonder,Walmart,2.41,20 oz,0.4250515882114323,220.0,7.32,2.4,0.0,0.0,2.209090909090909,0.19320526736883284,0.05806715685948528
2021-03-01,Healthy,Apples,Gala Apples Bag,Fresh,Walmart,4.32,3 lb bag,0.317465916506464,,0.148,2.08,13.3,,,,2.145039976395027
2021-03-01,Healthy,Bananas,Fresh Bananas,Fresh,Walmart,0.6,1 lb,0.1322774652110266,97.0,0.74,1.7,15.8,0.112,0.13667936365673314,0.1363685208361099,0.17875333136625216
2021-03-01,Healthy,Broccoli,Fresh Broccoli Crowns,Fresh,Walmart,1.81,1 lb,0.3990370200532637,34.0,2.8,2.6,1.7,0.1,2.17741935483871,1.1736382942743049,0.14251322144759418
2021-03-01,Healthy,Brown Rice,Great Value Long Grain Brown Rice,Great Value,Walmart,1.91,2 lb,0.2105416321275507,124.0,2.45,1.0,0.22,0.2,1.1896551724137931,0.1697916388125409,0.08593536005206151
2021-03-01,Healthy,Carrots,Fresh Whole Carrots,Fresh,Walmart,1.26,2 lb bag,0.138891338471578,41.0,0.9,2.8,4.7,0.0,0.6702898550724636,0.33875936212580005,0.15432370941286444
2021-03-01,Healthy,Chickpeas (Dry),Great Value Garbanzo Beans,Great Value,Walmart,1.42,1 lb,0.3130566676660963,211.0,8.23,7.1,4.46,1.12,1.5642857142857143,0.14836808894127787,0.038038477237678774
2021-03-01,Healthy,Greek Yogurt,Great Value Nonfat Plain Greek Yogurt,Great Value,Walmart,4.2,32 oz,0.4629711282385933,59.0,10.3,0.0,3.27,0.108,2.25976305397104,0.7846968275230396,0.04494865322704789
2021-03-01,Healthy,Lentils (Dry),Great Value Brown Lentils,Great Value,Walmart,1.38,1 lb,0.3042381699853613,,,,,,,,
2021-03-01,Healthy,Oats,Great Value Old Fashioned Oats,Great Value,Walmart,3.3,42 oz,0.2771527842516749,371.0,13.7,9.4,1.42,1.11,2.3216080402010055,0.07470425451527625,0.020230130237348532
2021-03-01,Healthy,Olive Oil,Great Value Extra Virgin Olive Oil,Great Value,Walmart,5.75,16.9 oz,1.200150571934364,900.0,0.0,0.0,0.0,15.52,0.0,0.13335006354826265,
2021-03-01,Healthy,Peanut Butter,Great Value Creamy Peanut Butter,Great Value,Walmart,1.64,16 oz,0.3615584049101395,520.0,25.9,5.2,9.28,5.76,1.2224842767295598,0.06953046248271913,0.01395978397336446
2021-03-01,Healthy,Quinoa,Great Value Organic White Quinoa,Great Value,Walmart,4.74,12 oz,1.3933226335561475,120.0,4.4,2.8,0.87,0.231,2.0565552699228795,1.161102194630123,0.31666423489912443
2021-03-01,Healthy,Spinach,Fresh Spinach Bag,Fresh,Walmart,2.2,10 oz bag,0.7760277959046897,27.0,2.85,1.6,0.42,0.063,4.349951124144672,2.874177021869221,0.2722904547033999
2021-03-01,Healthy,Tofu,Nasoya Extra Firm Tofu,Nasoya,Walmart,2.38,14 oz,0.5996578422899874,89.0,8.86,1.3,0.0,0.0,5.707865168539326,0.6737728565056038,0.06768147204175931
2021-03-01,Healthy,Whole Wheat,Great Value 100% Whole Wheat Bread,Great Value,Walmart,2.43,20 oz,0.4285789872837263,247.0,13.0,7.0,6.0,1.0,1.675041876046901,0.17351376003389726,0.032967614406440485
2021-03-01,Neutral,Bananas,Fresh Bananas,Fresh,Walmart,0.6,1 lb,0.1322774652110266,97.0,0.74,1.7,15.8,0.112,0.13667936365673314,0.1363685208361099,0.17875333136625216
2021-03-01,Neutral,Butter,Great Value Salted Butter Sticks,Great Value,Walmart,3.9,16 oz,0.8598035238716732,717.0,0.85,0.0,0.06,51.4,0.012917933130699088,0.11991680946606322,1.0115335574960862
2021-03-01,Neutral,Canned Beans,Bush's Best Black Beans,Bush's Best,Walmart,1.46,15.5 oz can,0.3322582351967293,91.0,4.83,6.8,2.49,0.34,2.5010752688172038,0.36511893977662563,0.0687905248854512
2021-03-01,Neutral,Canned Corn,Del Monte Whole Kernel Corn,Del Monte,Walmart,1.25,15.25 oz can,0.2891310714995118,91.0,2.22,1.9,4.31,0.627,0.6097380494302206,0.3177264521972657,0.13023922139617647
2021-03-01,Neutral,Eggs,Great Value Large White Eggs,Great Value,Walmart,2.16,12 count,,143.0,12.4,0.0,0.2,3.2,1.9808306709265178,,
2021-03-01,Neutral,Flour,Great Value All Purpose Flour,Great Value,Walmart,2.19,5 lb,0.0965625496040494,364.0,10.3,2.7,0.27,0.155,1.6872160934458145,0.02652817296814544,0.009375004815927125
2021-03-01,Neutral,Milk,Great Value 2% Reduced Fat Milk,Great Value,Walmart,3.17,1 gal,,50.0,3.4,0.0,5.0,1.3,0.4657534246575342,,
2021-03-01,Neutral,Onions,Yellow Onions Bag,Fresh,Walmart,2.87,3 lb bag,0.2109090695309147,38.0,0.86,1.7,5.8,0.042,0.38776128445925484,0.5550238671866177,0.2452431041057148
